Bolge,Gostergeler,Y2005_02,Y2005_03,Y2005_04,Y2005_05,Y2005_06,Y2005_07,Y2005_08,Y2005_09,Y2005_10,Y2005_11,Y2005_12,Y2006_02,Y2006_03,Y2006_04,Y2006_05,Y2006_06,Y2006_07,Y2006_08,Y2006_09,Y2006_10,Y2006_11,Y2006_12,Y2007_02,Y2007_03,Y2007_04,Y2007_05,Y2007_06,Y2007_07,Y2007_08,Y2007_09,Y2007_10,Y2007_11,Y2007_12,Y2008_02,Y2008_03,Y2008_04,Y2008_05,Y2008_06,Y2008_07,Y2008_08,Y2008_09,Y2008_10,Y2008_11,Y2008_12,Y2009_02,Y2009_03,Y2009_04,Y2009_05,Y2009_06,Y2009_07,Y2009_08,Y2009_09,Y2009_10,Y2009_11,Y2009_12,Y2010_02,Y2010_03,Y2010_04,Y2010_05,Y2010_06,Y2010_07,Y2010_08,Y2010_09,Y2010_10,Y2010_11,Y2010_12,Y2011_02,Y2011_03,Y2011_04,Y2011_05,Y2011_06,Y2011_07,Y2011_08,Y2011_09,Y2011_10,Y2011_11,Y2011_12,Y2012_02,Y2012_03,Y2012_04,Y2012_05,Y2012_06,Y2012_07,Y2012_08,Y2012_09,Y2012_10,Y2012_11,Y2012_12,Y2013_02,Y2013_03,Y2013_04,Y2013_05,Y2013_06,Y2013_07,Y2013_08,Y2013_09,Y2013_10,Y2013_11,Y2013_12,Y2014_02,Y2014_03,Y2014_04,Y2014_05,Y2014_06,Y2014_07,Y2014_08,Y2014_09,Y2014_10,Y2014_11,Y2014_12,Y2015_02,Y2015_03,Y2015_04,Y2015_05,Y2015_06,Y2015_07,Y2015_08,Y2015_09,Y2015_10,Y2015_11,Y2015_12,Y2016_02,Y2016_03,Y2016_04,Y2016_05,Y2016_06,Y2016_07,Y2016_08,Y2016_09,Y2016_10,Y2016_11,Y2016_12,Y2017_02,Y2017_03,Y2017_04,Y2017_05,Y2017_06,Y2017_07,Y2017_08,Y2017_09,Y2017_10,Y2017_11,Y2017_12,Y2018_02,Y2018_03,Y2018_04
TR71,Giyim Ve Ayakkabý,100.45,96.88,102.94,112.94,114.74,112.17,104.64,101.24,108.34,111.2,110.82,101.99,101.72,106.02,111.83,113.55,113.12,108.71,105.74,112.33,114.71,113.27,103.56,103.64,109.73,118.68,120.84,119.79,113.91,110.35,115.04,118.97,118.8,105.55,106.36,112.14,119.57,121.12,118.57,110.87,110.91,114.93,116.65,113.99,103.22,104.42,111.21,120.18,119.91,118.63,116.51,110.24,115.48,117.93,115.36,103.47,104.45,108.81,115.05,117.75,116.21,115.45,111.23,118.66,123.69,122.15,108.28,109.24,115.65,127.53,130.07,131.51,128.96,121.58,128.66,134.22,133.56,119.35,120.92,131.48,142.68,144.24,143.95,138.01,131.67,138.8,147.48,144.96,129.59,133.14,142.34,155.38,157.21,156.32,152.99,143.67,153.41,161.17,154.34,140.89,142.63,152.15,168.99,166.55,166.44,159.93,155.81,164.41,169.47,167.16,148.74,149.11,155.2,166.4,166.98,166.39,162.11,159.59,168.36,178.11,175.51,159.83,161.97,169.16,179.02,179.35,178.76,173.92,168.48,176.24,182.26,184,172.65,173.44,178.87,184.28,186.06,186.32,185.65,185.86,193.43,205.31,202.13,188.79,189.03,195.19
TR71,Haberleþme,103.91,104.19,103.91,104.73,104.03,103.84,104.15,104.71,105.85,105.62,105.37,106.69,105.72,105.5,106.21,107.4,107.61,106.88,106.78,106.54,106.3,106.12,107.46,106.76,106.21,105.94,107.2,105.54,102.55,101.97,101.81,101.73,103.05,104.15,104.55,104.61,104.6,105.35,106.3,106.94,108.44,108.45,108.61,109.12,108.7,108.21,108.5,108.69,109.91,110.08,110.28,110.4,111.7,111.73,112.74,112.61,116.47,110.88,109.42,110.28,110.17,109.25,107.31,106.68,106.98,109.71,111.44,111.88,109.83,109.34,110.09,110.26,110.14,110.38,111.18,112.39,112.76,112.45,111.95,111.89,111.6,113.99,114.74,114.5,116.27,117.61,117.64,119.07,119.23,119.26,119.39,119.79,119.8,120.85,120.76,120.81,120.8,120.2,120.03,119.48,119.78,119.93,119.8,119.9,122.81,122.98,122.92,122.83,122.68,122.56,125.02,124.98,124.67,124.49,124.54,124.53,126.06,126.94,127.24,127.65,127.39,126.89,126.76,127.11,128.48,128.76,130.22,130.34,130.67,130.59,131.44,131.26,132.18,132.2,132.16,133.06,132.64,132.77,132.82,133.26,133.26,133.56,133.37,132.3,132.65,132.71
TR71,"Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",107.84,108.65,110.47,110.83,111.1,112.02,112.72,114.93,117.64,118.44,118.21,121.06,121.09,121.55,121.94,124.92,127.42,128.84,130.04,131.56,133.57,134.72,136.56,136.33,136.36,136.44,136.31,137.39,139.01,140.25,141.42,145.86,147.82,154.24,155.53,156.78,157.51,158.69,171.13,174.05,176.92,183.59,185.52,184.52,182.15,181.51,178.92,178.79,181.23,183.26,183.94,185.49,189.91,191.68,193.08,199.62,200.77,199.15,200.52,201.22,202,202.3,203.85,204,205.8,208.36,210.58,211.58,212.46,213.57,213.91,214.44,217.16,218.8,228.59,230.73,232.4,237.13,239.4,244.84,244.59,243.6,243.63,246.09,248.95,255.73,258,258.54,261.25,261.84,262.04,261.31,261.46,262.74,263.58,266.54,266.99,267.72,270.15,272.9,272.94,273.17,272.65,272.2,271.78,272.55,273.12,280.03,282.22,282.88,285.6,288,289,290.01,290.89,290.43,291.07,293.72,295.84,297.64,298.04,303.78,303.55,303.45,303.19,303.38,304.51,305.41,305.95,304.53,308.05,312.12,327.73,328.28,328.88,330.26,331.32,331.7,333.32,336.1,339.35,345.97,347.86,355.33,355.73,358.49
TR71,Lokanta Ve Oteller,132.63,133.53,133.57,134.59,135.1,137.35,139.84,141.21,141.08,141.77,141.38,140.94,141.84,142.28,144.11,145.75,151.47,154.71,155.64,156.91,158.01,157.98,162.42,163.76,164.73,164.72,165.08,166.32,167.15,168.67,170.65,173.25,174.9,174.2,173.55,176.82,182.93,189.4,193.05,197.03,197.4,199.41,199.61,199.61,201.87,202.28,201.4,202.56,203.23,203.79,206.07,208.87,211.36,214.23,215.68,218.07,220.48,224.72,229.13,230.26,231.09,231.97,233.8,234.47,236.17,235.95,241.21,241.46,241.7,245.32,246.1,248.95,250.54,257.03,260.52,261.79,262.08,263.91,264.16,264.78,265.47,266.24,267.42,268.5,270.27,271.73,277.61,279.98,281.43,281,282.9,284.18,285.16,286.33,291.4,297.27,298.11,300,303.75,311.73,313.65,318.48,326.83,329.62,331.82,336.76,345.2,348.55,355.35,358.66,359.4,363.24,369.34,373.31,378.03,384.43,391.1,391.91,393.4,394.76,395.44,399.02,401.59,405.34,407.74,408.44,413.18,415.47,417.64,419.55,422.17,424.98,432.3,438.01,444.37,446.52,448.82,466.87,473.3,477.22,481.31,483.13,485.45,494.43,501.22,507.78
TR71,"Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",108.79,108.15,108.69,108.32,109.11,109.07,108.65,107.47,109.21,110.7,111.34,109.38,108.99,110.21,111.23,113.16,116.34,118.76,119.77,119.84,119.39,119.53,120.53,121.66,121.44,123.1,124.26,124.3,124.71,123.72,123.57,123.13,123.31,125.02,126.02,126.4,128.31,129.9,130.48,131.43,132.59,133.04,134.2,134.84,131.93,128.95,126.49,126.73,126.54,127.78,128.25,128.27,130.11,129.65,129.24,129.99,129.24,130.44,131.07,130.58,130.62,130.81,131.79,131.47,132.32,132.82,136,137.56,139.94,140.7,141.05,141.29,142.35,144.08,146.54,148.66,149.28,152.5,154.13,155.05,154.9,155.05,154.47,155.13,155.34,156.29,157.02,157.15,159.27,159.78,160.49,159.7,160.22,159.83,159.7,160.81,163.27,163.56,163.87,170.02,171.96,174.14,174.79,175.44,175.82,176.2,177.78,178.73,180.13,180.68,184.45,184.81,186.6,189.3,190.21,193.03,194.04,196.74,200.3,200.79,201.41,205.02,206.36,207.73,207.77,208.72,208.93,209.39,209.42,210.19,209.99,213.41,216.48,218.64,221.28,222.1,223.45,224.84,227.02,228.32,234.72,238.1,241.43,248.39,250.9,255.62
TR71,Saðlýk,116,117.07,118.07,118.16,118.15,116.12,113.96,113.99,114.04,114.08,114.1,115.36,115.38,115.35,119.89,120.37,118.38,120.11,122.07,122.11,122.48,122.56,123.73,123.86,124.19,124.13,123.82,123.93,124.49,124.26,124.19,123.62,123.96,123.79,123.74,123.66,123.74,124.16,124.53,126.06,126.24,126.39,126.53,126.3,126.44,126.45,128.48,128.55,128.56,128.57,128.57,128.57,128.62,128.71,128.13,127.83,127.87,127.65,127.44,126.87,127.09,126.03,126.76,127.12,127.07,127.05,126.72,126.78,126.96,127.07,127.07,126.27,126.28,126.25,126.31,126.5,126.4,126.98,127.25,128.2,128.61,128.64,128.64,128.12,128.12,128.11,128.01,128.01,128.28,128.26,128.33,128.31,128.32,129.28,129.7,130.66,130.93,130.98,131.45,134.81,135.21,136.34,137.36,138.6,138.76,140.35,142.16,142.47,142.69,142.69,144.11,148.27,148.34,148.37,149.55,150.36,151.48,155.13,155.69,155.5,155.65,165.69,167.88,168.92,168.98,170.39,173.9,174.33,174.37,175.51,175.87,177.04,187.54,193.46,193.78,194.49,194.78,194.75,194.79,196.52,196.91,197.94,199.47,210.83,217.85,218.42
TR71,Ulaþtýrma,118.14,118.84,121.68,122.71,124.97,126.11,127.18,130.5,133.26,131.4,131.02,133.91,133.8,135.52,137.22,142.43,147.55,146.94,144.15,143.78,143.28,143.75,143.76,145.09,147.01,147.64,147.15,146.84,146.75,147.78,147.97,154.05,154.15,155.57,157.61,161.09,166.75,168.96,169.09,165.5,168.96,167.1,164.02,159.06,162.38,159.94,157.25,157.75,162.08,162.09,165.79,166.61,165.05,167.99,168.48,174.63,175.61,175.43,177.49,176.2,176.45,179.08,179.76,180.03,181.63,184.7,190.49,193.05,194.69,196.13,196.49,197.73,202.26,207.47,208.98,207.79,207.83,213.48,215.55,215.45,212.61,209.98,209.08,213.02,216.5,220.84,219.87,219.32,223.4,223.43,222.59,222.05,226.43,231.39,233.4,238.95,240.52,240.14,244.08,255.53,256.61,254.77,251.69,251.38,252.53,251.48,251.35,250.52,244.19,239.65,237.19,241.99,242.46,246,244.83,245.42,243.93,248.22,254.58,252.95,252.12,250.26,252.55,254.39,257.16,258.56,258.21,257.84,266.46,272.64,275.98,282.04,300.94,300.53,298.53,295.27,294.07,299.54,308.29,315.34,323.95,331.32,334.65,336.2,338.16,349.26
TR72,Alkollü Ýçecekler Ve Tütün,123.32,123.35,123.36,123.36,123.4,126.02,149.62,149.62,149.63,149.63,157.39,165.32,165.36,165.37,165.37,165.37,165.37,165.38,165.42,165.43,165.43,165.43,169.78,183.11,183.1,183.11,183.11,183.13,183.14,183.13,183.14,195.65,195.65,195.65,195.8,195.81,195.81,195.82,195.83,195.83,195.84,195.83,195.83,195.83,195.87,211.72,211.74,211.75,211.76,238.79,242.9,242.88,243.01,243.02,242.99,309.72,309.72,309.73,309.73,309.74,309.74,309.75,305.69,301.62,302.22,302.26,302.26,302.27,302.27,302.26,302.26,302.26,302.26,302.32,346.41,358.38,358.4,358.42,358.41,358.46,358.53,358.53,358.52,358.51,358.69,358.98,358.97,358.95,416.38,416.38,416.38,416.37,416.38,415.67,415.68,415.7,412.23,409.43,397.93,427.51,427.51,427.52,426.94,426.69,435.1,432.55,427.45,427.44,427.44,427.44,442.32,442.32,442.32,442.32,442.31,446.86,448.29,449.93,449.95,449.97,449.97,497.59,497.64,497.75,497.75,497.75,533.61,552.34,552.37,552.42,552.42,592.8,607.21,607.21,607.21,607.21,607.21,608.73,608.81,608.75,608.75,608.75,608.75,609.84,609.84,609.86
TR72,Çeþitli Mal Ve Hizmetler,125.37,126.96,126.6,126.89,127.45,126.98,128.48,130.17,131.87,132.89,135.13,138.79,138.95,143.02,148.36,148.35,151.23,150.55,149.24,150.25,151.44,150.71,152.46,153.34,153.08,151.02,148.43,147.64,148.96,151.09,152.21,156.26,155.24,165.59,170.47,173.39,171.72,171.01,171.93,166.22,167.51,177.5,176.97,181.48,198.21,202.96,195.29,195.43,197.02,198.25,200.05,203,205.5,211.38,212.97,212.9,213.93,212.76,218.5,219.81,216.83,216.39,220.32,221,222.36,228.45,235.01,238.32,237.54,243.04,245.69,248.54,262.88,274.54,270.97,273.55,273.92,277.61,277.91,279.78,279.66,282.46,283.07,283.27,289.98,291.88,292.21,291.77,297.3,297.19,291.26,290.67,290.66,288.39,293.82,297.59,296.95,297.82,297.63,313.03,315.73,315.02,315.56,318.11,320.72,322.74,323.34,322.99,322.77,326.6,339.11,342.5,345.1,345.7,348.41,349.62,352.65,360.98,363.55,363.5,365.96,383.6,386.5,387.72,389.58,390.76,394.9,395.21,396.08,399.4,404.59,406.03,423.84,424.45,426.24,421.27,420.12,423.22,427.17,428.57,433.22,441.08,444.03,462.92,465.64,474.13
TR72,Eðitim,131.86,131.23,130.42,131.84,143.93,145.51,155.48,157.39,157.83,157.83,157.83,157.8,157.62,157.7,158.54,168.77,173.09,176.08,177.35,177.85,177.85,177.84,177.86,177.88,177.88,181.53,182.31,183.81,184.46,185.27,185.43,185.43,185.43,185.43,185.57,185.64,187.38,192.73,195.07,196.71,197.93,199.01,199.45,199.45,199.45,199.45,203.99,206.43,208.66,208.76,208.81,211.31,211.56,211.56,211.52,211.49,211.49,211.49,213.19,218.23,218.81,218.74,219.91,219.52,219.06,219.06,219.11,219.11,219.12,222.04,224.86,225.52,227.77,231.13,231.94,231.96,231.96,231.99,231.99,232.01,235.38,237.18,238.35,239.99,228,229.41,229.75,229.75,229.29,229.23,232.78,234.05,240.16,244.99,246.79,249.83,250.18,250.4,249.84,249.85,251.72,254.35,259.83,268.36,273.92,279.47,280.15,280.23,280.28,280.28,280.25,279.98,281.77,283.68,290.72,294.26,298.19,299.6,299.99,300.09,300.09,299.34,299.64,304.4,306.47,310.72,313.58,327.39,333.79,334.17,334.17,334.29,334.39,337.86,341.11,344.6,349.02,351.43,365.94,367.72,367.9,367.96,367.96,369.3,370.03,373.28
TR72,Eðlence Ve Kültür,104.67,105.12,103.41,110.06,117.02,116.83,117.78,114.1,113.8,113.29,113.73,111.75,109.55,109.97,111.59,115.93,121.71,124.77,121.39,121.35,117.4,117.68,118.2,118.65,126.46,120.66,122.13,124.01,128.53,127.76,127.84,124.73,121.11,124.09,117.4,119.76,123.68,125.97,127.05,128.69,138.78,135.2,138.93,134.38,135.31,140.06,133.88,137.18,133.37,140.77,143.46,149.91,152.74,157.6,141.15,153.3,141.73,144.54,139.81,140.7,140.99,147.28,152.66,150.17,147.71,138.3,140,140.91,139.55,144.37,148.05,150.39,151.56,150.33,152.4,155.1,145.91,147.91,146.14,145.72,147.07,149.2,148.22,151.11,152.35,149.66,150.36,151.83,150.9,152.63,152.3,152.76,154.29,154.75,156.38,157.6,159.64,161.99,159.27,163.36,163.98,163.02,164.32,165.39,171.22,172.89,173.98,174.61,169.83,170.71,172.45,174.48,175.35,175.7,182.04,181.46,185.6,190.85,198,192.38,195.64,192.98,189.36,189.86,190.89,190.91,192.28,196.22,207.8,201.63,196.68,200.3,206.58,208.22,208.82,214.83,216.3,218.71,220.08,221.5,215.94,215.85,216.74,223.37,225.21,228.72
TR72,Gýda Ve Alkolsüz Ýçecekler,114.38,114.16,113.84,114.52,111.63,109.98,110.89,113.67,115.86,119.78,116.3,121.12,123.66,126.41,127.43,122.16,125.35,123.42,127.58,129.37,132.89,134.29,141.37,142.6,145.61,141.7,137.67,136.99,139.62,142.65,148.84,151.47,150.9,161.04,161.18,162.38,162.99,155.09,156.53,157.19,158.05,165.1,165.69,166.88,168.78,173.39,177.3,176.21,172.71,172.96,171.61,171.97,175.21,178.9,181.43,196.22,197.36,199.44,190.69,187.14,186.33,191.29,200.79,210.2,204.52,197.81,204.58,203.73,205.75,211.36,201.69,198.44,204.14,208.29,215.49,221.81,225.47,234.24,235.33,230.29,222.46,215.52,216.73,221.06,225.47,230.39,229.08,232.29,241.44,248.72,242.47,237.2,244.01,246.63,245.41,247.3,254.42,248.45,253.43,264.19,269.17,275.1,273.71,277.5,279.96,280.82,280.36,289.03,291.75,291.16,309.09,318.38,323.9,318.78,309.56,312,312.78,316.89,317.75,317.45,321.84,333.27,326.81,320.55,316.53,323.41,337.23,330.81,329.72,334.91,332.17,343.82,365.03,372.06,374.39,375.48,374.25,370.96,366.64,367.41,376.38,380.48,383.94,396.89,402.35,400.35
TR72,Giyim Ve Ayakkabý,102.49,101.82,102.91,106.71,107.53,107.6,103.02,102.12,104.95,104.63,103.74,100.32,96.6,99.01,103.58,105.66,105.07,102.01,100.23,104.25,110.08,110,102.14,102.23,105.59,114.3,115.4,114.2,109.43,106.58,108.98,116.2,115.33,101,100.69,111,120.54,122.33,117.94,112.3,106.58,113.74,116.2,116.95,98.51,99.37,110.29,126.27,127.04,125.7,116.8,110.79,118.54,121.96,120.88,105.51,107.42,117.51,129.06,129.24,124.27,119.1,114.41,121.13,124.35,123.5,110.52,110.83,121.03,135.41,136.2,131.96,128.87,123.98,130.32,136.48,138,122.92,122.99,133.26,146.01,145.64,140.04,135.07,133.72,140.89,147.82,147.1,131.39,133.17,146.93,161.68,158.49,153.27,147.86,146.08,158.84,161.05,158.43,139.51,143.67,159.13,173.49,170.56,167.56,160.16,156.2,170.55,173.76,169.62,147.87,150.76,173.91,189.34,190.42,183.73,177.59,168.08,177.15,185.21,182.78,156.33,163.15,185.48,195.91,193.56,184,177.61,177.84,197.53,202.77,193.37,175.91,180.49,193.03,203.46,202.27,196.19,192.51,189.86,213.94,219.52,207.85,186,194.76,208.12
TR72,Haberleþme,104.08,104.31,104.06,104.64,104.08,103.92,104.14,104.59,105.28,105.12,104.87,106.15,105.56,105.47,105.94,106.69,106.81,106.36,106.28,106.15,106.06,105.95,107.03,106.34,105.83,105.56,106.58,104.8,101.57,101.03,100.81,100.72,101.86,102.68,103.08,103.09,103.02,103.63,104.53,105.12,106.5,106.45,106.6,106.98,106.6,106.09,106.37,106.51,107.6,107.79,108.01,108.15,109.26,109.26,110.13,109.99,113.97,108.93,107.67,108.54,108.42,107.8,106.05,105.46,105.77,108.21,109.89,110.31,108.46,108.01,108.69,108.87,108.78,108.96,109.56,110.45,110.8,110.56,110.19,110.16,109.94,112.53,113.15,112.98,114.57,115.88,115.96,117.32,117.49,117.52,117.63,117.98,117.94,118.97,118.86,118.89,118.85,118.18,117.99,117.41,117.72,117.88,117.73,117.85,120.43,120.57,120.51,120.37,120.19,120.04,122.52,122.49,122.19,122.01,122.06,122.04,123.57,124.4,124.69,125.08,124.84,124.41,124.29,124.64,126.12,126.39,128.08,128.22,128.53,128.44,129.21,129.03,129.94,129.95,129.92,131.08,130.59,130.8,130.89,131.22,131.22,131.51,131.31,129.77,130.14,130.49
TR72,"Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",109.16,110.23,112.03,112.61,112.56,113.32,114.03,116.09,118.72,119.72,120.51,123.04,123.39,123.76,124.2,127.65,131.16,132.73,134.82,136.63,140.25,141.43,144.38,144.37,144,144.37,144.2,145.27,146.41,147.49,148.97,152.7,154.46,162.92,162.89,163.63,163.8,165.55,177.65,181.07,182.39,189.18,191.02,188.62,187.3,186.98,184.23,182.3,183.64,183.9,184.23,184.94,190.01,191.71,192.64,200.65,200.32,200.75,201.36,201.53,201.44,201.63,201.77,201.59,202.61,204.88,208.09,208.43,209.01,210.36,210.62,210.73,212.29,213.14,222.97,223.75,225.05,229.37,231.5,238.67,238.49,237.67,237.32,238.88,240.92,248.28,249.71,250.34,251.9,252.28,251.79,251.76,252.28,253.59,254.4,257.28,257.94,258.89,261.72,263.66,263.97,263.69,263.35,262.65,264.35,264.52,264.89,272.79,272.53,274.96,277.31,278.94,279.55,280.43,280.18,281.39,281.96,284.41,286.18,287.81,288.79,294.79,294.97,294.58,294.83,295.23,296.33,297.45,298.3,299.09,305.61,310.55,319.33,319.51,320.29,320.37,320.33,321.92,325.55,329.1,333.53,340.38,343.93,356.25,357.22,361.62
TR72,Lokanta Ve Oteller,134.08,135.81,135.52,135.65,135.75,136.21,138.48,140.74,141.54,142.29,142.8,143.38,143.57,144.65,146.37,147.53,149.58,150.62,154.19,156.46,157.62,160.79,162.04,164.34,165.47,168.31,171.64,170.83,172.9,176.81,178.72,177.63,177.86,177.93,178.79,182.9,189.48,193.04,197.46,200.46,202.77,203.79,204.26,204.16,199.51,202.99,203.73,205.84,211.23,212.02,214.93,215.67,216.78,219.3,220.69,228.22,229.47,232.75,235.32,234.55,237.29,238.38,242.68,247.16,249.76,251.53,251.73,251.49,252.95,253.74,254.49,255.77,256.14,261.59,263.61,265.79,267.74,271.99,272.75,273.73,275.05,276.07,277.39,278.03,280.77,282.11,283.45,283.31,287.5,288.22,289.61,292.95,293.43,296.24,299.11,302.54,303.77,304.45,305.43,310.6,312.64,316.29,319.65,323.29,327.78,335.69,339.29,342.64,345.01,347.54,358.84,367.16,372.07,373.49,377.61,387.46,397.68,401.39,406.04,407.59,407.93,416.29,418.48,420.62,421.83,427.44,438.43,442.89,451.59,454.72,455.52,457.73,468.14,473.5,477.76,481.47,486.16,505.14,509.6,514.27,517.4,517.18,518.72,521.82,523.86,529.34
TR72,"Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",107.59,107.35,107.44,108.04,109.08,108.19,107.81,106.54,108.08,109.19,110.1,107.59,107.45,108.72,109.05,110.3,113.9,116.66,118.61,118.84,118.16,118.06,117.74,119.99,119.61,121.9,121.99,122.31,122.34,120.34,120.77,120.93,121.2,123.25,124.26,125.94,128.49,130.12,131.67,131.37,132.22,132.66,134.54,135.35,133.13,130.96,127.84,127.4,127.41,128.63,129.33,129.17,132.32,131.55,131.03,131.72,131.48,132.31,132.68,133.68,134.62,134.51,135,135.21,136.1,136.62,140.07,141.34,144.41,145.24,146.01,146.59,147.62,148.64,150.89,152.5,153.18,156.05,157.46,159.5,158.5,159.14,158.09,159.22,159.54,161.03,161.15,161.4,164.43,165.08,165.54,165.49,165.64,165.98,165.78,166.76,169.93,170.22,170.07,174.8,175.83,178.64,179.35,180.34,180.59,181.29,182.1,183.37,184.07,184.9,189.33,190.88,192.62,194.05,194.24,196.66,198.08,200.73,204.1,205.36,206.13,211.24,212.77,214.87,214.1,215.43,217.21,217.47,217.96,219.06,218.51,222.42,225.81,228.53,230.89,232.04,233.22,234.29,237.84,238.84,245.85,248.92,251.51,260.76,262.25,267.84
TR72,Saðlýk,110.35,111.43,112.15,112.14,112.42,110.79,109,109.15,108.97,108.93,108.95,110.25,110.72,110.94,116.83,117.38,115.84,117.39,118.58,118.75,119.03,119.01,120.2,120.89,121.11,121.09,121.14,121.27,121.5,121.5,121.6,120.82,119.7,119.7,119.74,119.76,119.77,119.94,120.12,122.61,122.8,123.33,123.33,122.98,123.15,123.25,125.95,126.04,126.14,126.21,126.24,126.26,126.26,126.26,125.13,124.97,125.03,125.62,125.62,125.64,125.75,125.19,125.35,125.61,125.65,125.65,125.7,125.86,125.95,126.09,126.16,124.97,125,124.97,124.98,125.17,125.14,125.8,126.42,127.22,127.38,127.36,127.53,127.2,127.34,127.41,127.35,127.59,128.72,129.11,129.66,129.94,129.78,130.32,130.69,131.3,131.59,132.06,132.82,136.86,137.68,140.41,142.41,144.14,145.55,146,146.71,147.13,147.07,147.31,151.03,152.01,152.15,152.6,155.15,157.14,157.84,159.41,162.21,164.58,164.82,174.3,175.86,177.12,181.34,182.66,185.31,185.44,186.14,187.01,189.42,189.96,203.97,207.25,209.76,209.84,210.63,211.74,212.92,214.74,214.96,214.07,216.43,224.9,228.23,228.44
TR72,Ulaþtýrma,121.48,122.39,125.05,124.66,125.7,127.13,128.53,133.77,134.77,132.88,132.57,134.94,134.65,136.65,139.38,145.08,149.91,150.18,147.01,146.15,146.95,147.13,147.52,149.29,150.69,150.65,150.49,150.76,150.87,153.36,152.91,158.37,158.58,160.7,163.67,167.6,169.77,173.06,174.55,172.2,172.21,171.36,167.81,163.56,166.68,164.27,160.59,162.27,166.93,167.38,171.41,172.14,176.2,179.08,179.28,185.56,188.33,187.2,186.2,185.47,187.14,186.91,187.76,189.62,191.39,193.83,199.32,202.23,204.89,207.14,207.57,209.19,213.27,216.81,217.79,216.8,217,221.71,224.48,224.46,221.82,219.04,218.48,223.15,228.45,233.51,233.13,232.31,236.46,236.44,235.11,234.99,236.66,243.46,245.87,251.81,252.87,252.09,255.81,270.52,272.63,270.97,269.19,269.49,271.22,270.6,269.87,269.31,264.32,260.07,263.52,265.87,266.85,271.46,270.51,272.69,272.18,277.94,282.37,279.89,278.08,281.14,282.81,283.83,287.16,290.52,291.7,293.12,300.96,306.2,308.59,315.53,336.48,338.79,338.61,336.29,334.19,337.49,345.41,351.17,361.47,369.71,379.13,382.68,384.79,398.19
TR81,Alkollü Ýçecekler Ve Tütün,123.27,123.3,123.3,123.31,123.38,125.69,146.25,146.25,146.24,146.24,153.69,161.15,161.32,161.29,161.34,161.29,161.29,161.32,161.48,161.45,161.4,161.44,165.71,178.36,178.43,178.41,178.44,178.44,178.46,178.48,178.52,191.3,191.32,191.21,191.4,191.44,191.52,191.55,191.71,191.73,191.8,191.72,191.71,191.71,192.29,205.9,205.98,206,206.04,228.76,232.62,232.62,232.88,232.96,232.87,293.91,293.84,293.8,293.86,293.81,293.84,293.89,292.08,290.21,292.87,292.99,293,293.15,293.14,293.06,293.07,293.08,293.09,293.44,335.55,348.76,348.72,348.83,348.75,348.98,349.61,349.66,349.59,349.63,351,353.45,353.3,353.41,405.06,404.98,405.04,404.98,404.91,405.35,405.63,405.38,403.07,400.42,390.22,419.31,419.34,419.24,418.64,418.55,427.63,426.24,421.68,421.53,421.48,421.23,437.95,437.95,437.81,437.42,437.4,443.64,445.17,446.55,446.52,446.32,446.21,494.27,494.38,494.25,494.21,494.23,529.34,547.5,547.55,547.4,547.57,587.74,601.52,601.37,601.42,601.47,601.48,603.69,604.19,604.18,604.18,604.19,604.14,606.95,606.94,606.94
TR81,Çeþitli Mal Ve Hizmetler,117.33,118.41,118.95,119.16,120.5,119.03,120.51,122.45,123.77,124.56,126.74,129.18,129.51,131.96,135.8,136.18,138.52,138.79,135.99,136.45,137.71,138.07,139.95,142,142.35,141.18,141.87,140.7,142.63,142.32,143.74,144.13,145.34,147.85,151.31,152.49,152.09,152.47,154.09,154.15,152.44,154.12,155.06,155.3,161.28,162.87,161.79,163.03,163.98,166.22,167.76,169.21,169.22,170.51,170.85,171.4,171.72,172.31,173.37,168.62,166.2,166.86,168.72,169.78,170.87,172.07,176.5,179.18,180.21,183.08,183.97,186.08,190.79,195.17,194.16,197.09,197.69,204.35,205.38,207.23,208.01,209.07,210.39,209.79,214.25,217.95,220.52,220.65,225.02,225.75,223.68,223.5,222.98,222.77,225.36,225.85,225.15,224.59,223.49,234.91,238.07,236.04,236.01,238.3,240.04,241.58,242.01,243.93,242.42,245.72,255.85,256.62,260.79,260.99,263.53,261.57,269.31,274.9,278.24,273.95,276.68,291.33,295.95,297.57,301.85,303.95,311.79,310.93,311.09,312.74,316.27,316.02,333.35,334.27,339.24,335.5,336.32,336.8,340.92,343.35,345.22,350.29,350.05,367.16,371.62,383.76
