Bolge,Gostergeler,Y2005_02,Y2005_03,Y2005_04,Y2005_05,Y2005_06,Y2005_07,Y2005_08,Y2005_09,Y2005_10,Y2005_11,Y2005_12,Y2006_02,Y2006_03,Y2006_04,Y2006_05,Y2006_06,Y2006_07,Y2006_08,Y2006_09,Y2006_10,Y2006_11,Y2006_12,Y2007_02,Y2007_03,Y2007_04,Y2007_05,Y2007_06,Y2007_07,Y2007_08,Y2007_09,Y2007_10,Y2007_11,Y2007_12,Y2008_02,Y2008_03,Y2008_04,Y2008_05,Y2008_06,Y2008_07,Y2008_08,Y2008_09,Y2008_10,Y2008_11,Y2008_12,Y2009_02,Y2009_03,Y2009_04,Y2009_05,Y2009_06,Y2009_07,Y2009_08,Y2009_09,Y2009_10,Y2009_11,Y2009_12,Y2010_02,Y2010_03,Y2010_04,Y2010_05,Y2010_06,Y2010_07,Y2010_08,Y2010_09,Y2010_10,Y2010_11,Y2010_12,Y2011_02,Y2011_03,Y2011_04,Y2011_05,Y2011_06,Y2011_07,Y2011_08,Y2011_09,Y2011_10,Y2011_11,Y2011_12,Y2012_02,Y2012_03,Y2012_04,Y2012_05,Y2012_06,Y2012_07,Y2012_08,Y2012_09,Y2012_10,Y2012_11,Y2012_12,Y2013_02,Y2013_03,Y2013_04,Y2013_05,Y2013_06,Y2013_07,Y2013_08,Y2013_09,Y2013_10,Y2013_11,Y2013_12,Y2014_02,Y2014_03,Y2014_04,Y2014_05,Y2014_06,Y2014_07,Y2014_08,Y2014_09,Y2014_10,Y2014_11,Y2014_12,Y2015_02,Y2015_03,Y2015_04,Y2015_05,Y2015_06,Y2015_07,Y2015_08,Y2015_09,Y2015_10,Y2015_11,Y2015_12,Y2016_02,Y2016_03,Y2016_04,Y2016_05,Y2016_06,Y2016_07,Y2016_08,Y2016_09,Y2016_10,Y2016_11,Y2016_12,Y2017_02,Y2017_03,Y2017_04,Y2017_05,Y2017_06,Y2017_07,Y2017_08,Y2017_09,Y2017_10,Y2017_11,Y2017_12,Y2018_02,Y2018_03,Y2018_04
TR33,Alkollü Ýçecekler Ve Tütün,122.52,122.65,122.7,122.73,122.78,125.39,148.85,148.85,148.84,148.84,156.54,164.17,164.36,164.44,164.46,164.5,164.5,164.48,164.67,164.65,164.69,164.68,169.32,183.06,183.09,183.07,183.1,183.15,183.12,183.11,183.16,195.38,195.4,195.48,195.69,195.69,195.72,195.7,195.73,195.76,195.75,195.76,195.8,195.8,195.87,211.32,211.32,211.3,211.34,237.45,241.44,241.48,241.62,241.59,241.55,305.44,305.4,305.34,305.3,305.25,305.33,305.4,302.64,299.81,302.07,302.41,302.64,302.86,302.86,302.85,302.83,302.84,302.81,303.3,346.32,359.65,359.45,359.58,359.54,359.91,360.74,360.77,360.79,360.81,362.35,364.87,365.11,365.08,420.22,420.25,420.21,420.19,420.19,419.73,419.87,420.01,417.09,414.42,403.49,433.55,433.6,433.6,433.01,432.68,441.15,439.38,434.61,434.53,434.69,434.43,450.61,450.61,450.53,450.56,450.57,455.75,457.46,459.04,459.04,459.13,459.06,508.1,508.16,508.28,508.33,508.42,544.08,562.64,562.63,562.75,562.69,604.02,618.13,618.14,618.17,618.17,618.33,620.8,621.28,621.34,621.27,621.48,621.46,624.3,624.3,624.34
TR33,Çeþitli Mal Ve Hizmetler,111.02,111.66,114.78,115.1,115.15,113.9,115.14,116.57,118.62,119.71,122.28,127.16,127.36,132.47,142.35,140.35,145.04,142.84,140.83,140.29,142.91,142.3,144.26,145.1,144.59,143.46,141.8,141.55,143.41,144.33,145.2,149.65,148.18,155.6,161.79,162.07,159.87,159.44,161.23,155.39,156.86,165.21,164.49,169.47,183.33,184.85,179.34,179.74,181.34,182.53,183.45,185.77,188.1,192.81,194.22,196.08,198.19,196.37,200.9,203.91,200.09,200.36,202.92,204.48,206.7,211.71,216.73,219.54,220.86,225.62,228.74,232.77,242.45,251.47,248.97,251.84,252.72,257.51,258.78,259.57,260.05,261.86,264.41,265.04,271.07,274.19,273.86,273.9,280.21,282.19,278.66,277.76,277.03,275.83,279.27,283.36,282.73,282.85,282.5,294.48,297.97,297.41,297.68,298.82,300.95,303.23,304.57,306.47,306.15,308.5,319.95,322.55,327.04,326.25,328.08,329.24,336.1,342.98,347.14,348.8,348.13,370.71,375.8,374.6,380.24,381.22,387.77,389.14,389.23,389.8,394.84,396.47,418.86,420.8,424.26,418.97,421.95,422.89,424.71,430.14,436.15,443.37,444.65,464.08,468.13,479.6
TR33,Eðitim,140.81,140.91,140.82,140.82,143.26,141.64,141.33,142.98,142.73,142.03,142.03,142.16,142.18,141.9,144,147.82,148.69,150.01,151.06,151.07,151.08,151.08,151.15,151.13,151.13,151.05,151.01,151.03,151.94,154.09,154.41,154.41,154.41,156.01,156.11,155.59,156.22,160.12,166.78,166.68,168.22,170.13,170.17,170.05,169.81,169.81,170.22,176.96,178.94,179.44,179.68,182.12,181.28,181.34,181.34,183.84,183.84,183.66,182.42,189.71,197.55,198.08,198.15,198.48,198.48,198.48,199.77,199.75,199.93,204.17,209.35,209.6,210.78,210.72,210.57,210.57,210.57,210.57,210.57,211.94,219.56,226.98,229.54,231.87,221.42,221.52,221.52,221.52,221.52,221.52,221.31,223.71,231.94,233.39,233.78,236.42,237.66,238.05,238.07,238.08,238.08,239.89,250.72,258.64,259.56,261.35,261.66,262.17,262.48,263.49,264,264,264.5,267.24,270.63,271.34,273.63,276.92,277.07,277.07,277.07,277.07,277.32,295.91,298.44,305.03,307.81,310.95,315.31,322.46,323.5,323.5,323.5,326.48,330.2,337.35,339.15,339.65,340.94,344.76,344.69,344.69,344.69,344.69,345.81,350.99
TR33,Eðlence Ve Kültür,106.37,106.36,106.66,110.7,114.98,113.98,115.38,115.96,115.83,115.84,116.07,114.51,113.51,116.65,116.46,116.03,117.06,120.81,119.89,120.9,119.68,119.69,118.96,118.29,118.2,116.37,116.69,116.46,116.4,116,116.55,115.9,115.31,114.95,114.14,113.83,114.37,115.05,115.24,115.29,115.98,118.08,120.24,120.69,123.76,124.91,125.63,125.5,125.16,128.09,128.18,130.28,131.45,132.41,133.96,132.8,130.71,130.5,129.79,130.32,129.63,129.79,131.76,131.09,130.76,130.22,136.19,135.67,133.53,131.07,132.06,133.16,134.49,138.27,137.5,137.82,139.49,139.81,140.09,143.54,144.16,144.71,143.99,145.24,143.39,142.72,144.16,143.16,142.54,142.53,143.57,143.63,145.33,145.32,145.71,147.05,149.8,150.99,150.88,154.26,156.48,155.85,157.54,157.77,163.35,164.35,163.84,164.12,160.32,159.98,162.05,164.5,166.74,168.1,171.25,169.88,172.57,176.38,178.23,177.53,176.82,181.95,182.97,180.54,187.1,189.25,189.66,197.51,214.41,185.37,196.9,186.65,195.26,196.03,196.81,201.6,201.71,202.75,203.49,205.31,203.45,203.98,202.99,208.53,208.92,213.13
TR33,Gýda Ve Alkolsüz Ýçecekler,113.02,113.93,114.24,113.26,112.69,110.02,109.12,111.26,113.43,115.68,116.51,122.16,120.95,119.22,117.82,116.79,117.93,116.74,119.89,121.72,126.33,127.3,135.49,136.47,135.71,132.44,130.65,129.51,133.83,136.99,142.16,144.06,145.14,153.53,154.7,156.02,154.82,151.54,149.49,149.19,150.64,157.16,159.33,159.92,161.67,167.76,163.72,163.44,164.14,161.18,157.93,159.35,164.41,168.26,170.95,182.51,184.17,183.06,178.34,174.28,172.67,179.63,187.66,193.56,192.27,188.86,195.17,195.32,194.4,198.9,191.78,189.58,191.58,192.89,201.51,207.7,210.39,214.98,213.18,214.59,209.62,202.76,204.02,207.7,211.61,215.75,216.01,217.69,225.4,228.5,226.81,220.44,224.97,224.65,223.14,225.03,233.36,231.39,234,243.88,250.11,251.65,247.91,251.83,255.38,256.78,256.34,263.87,263.75,263.66,278.94,285.32,290.09,283.8,277.58,276.53,282.34,287.33,292.16,292.31,293.57,305.23,300.52,293.87,291.46,295.93,305.74,297.72,295.84,300.99,300.04,308.82,328.49,335.59,339.45,339,335.19,331.11,332.03,332.65,338.42,343.97,349.52,363.15,372.52,372.13
TR33,Giyim Ve Ayakkabý,99.54,95.99,98.22,103.49,104.6,103.5,100.82,100.07,104.54,105.82,107.35,96.58,92.24,93.72,99.02,100.35,98.25,95.24,94.6,100.26,106.59,106.13,98.45,97.95,101.34,107.37,108.43,107.49,102.88,99.51,102.2,106.16,106.84,97.59,96.43,100.06,106.27,107.06,105.53,102.19,99.33,101.1,105.34,105.66,98.98,98.75,104.39,111.14,111.01,109.59,106.73,104.55,105.36,108.67,110.42,104.12,103.72,106.19,111.12,111.91,110.98,109.77,108.48,110.85,114.75,115.94,111.67,111.13,114.86,122.23,123.86,125.08,123.2,118.07,120.69,125.13,126.26,123.22,122.35,124.61,130.43,132.1,131.55,129.92,128.17,132.01,138.58,139.71,130.87,128.89,131.73,139.46,141.02,140.37,137.75,134.12,138.99,144.27,145.52,137.76,135.63,141.84,149.88,151.05,151.73,150.17,147.36,156.21,159.68,159.66,151.75,152.87,156.53,165.67,167.75,165.51,163.66,159.9,163.59,171.3,175,166.37,163.15,167.96,181.08,182.4,179,177.01,170.48,173.78,181.57,181.9,174.75,176.01,180.72,187.26,189.08,187.53,184.17,180.86,191.09,202.32,202.79,190.75,189.73,196.9
TR33,Haberleþme,103.84,104.21,103.71,104.47,103.68,103.47,103.78,104.46,105.4,105.17,104.89,106.57,105.87,105.68,106.16,106.99,107.24,106.72,106.62,106.47,106.33,106.2,108.11,107.64,107.08,106.87,108.54,107.08,104.09,103.62,103.73,103.71,105.27,106.67,107.13,107.21,107.22,108,109,109.49,111.04,111.05,111.25,111.89,111.43,110.84,111.18,111.4,112.82,113.03,113.25,113.39,114.91,114.97,116.14,115.95,119.1,113.12,111.53,112.19,112.04,110.69,108.43,107.68,108.12,111.26,112.99,113.43,111.24,110.68,111.52,111.66,111.49,111.81,112.83,114.39,114.79,114.39,113.72,113.61,113.22,115.2,116.14,115.79,117.85,119.32,119.28,120.71,120.75,120.75,120.88,121.26,121.2,122.36,122.25,122.21,122.18,121.39,121.16,120.31,120.69,120.89,120.7,120.83,123.02,123.14,123.04,122.82,122.57,122.38,124.62,124.57,124.23,124.03,124.09,124.07,125.31,126.24,126.56,126.99,126.71,126.18,126.04,126.43,127.62,127.86,129.34,129.49,129.84,129.74,130.58,130.37,131.76,131.8,131.81,132.15,131.22,131.5,131.81,131.81,131.8,132.24,131.85,131.85,131.81,132
TR33,"Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",114.52,115.9,115.61,116.03,117.94,118.02,118.78,120.38,122.11,125.26,125.85,129.99,130.16,130.11,130.62,132.7,134.95,136.75,137.93,139.31,140.47,141.21,144.4,144.77,144.95,145.29,145.55,145.91,147.12,148.18,150.23,153.83,155.34,163.86,164.71,166.62,167.37,167.91,177.12,178.88,181.22,186.59,187.58,188.08,191.04,190.64,188.89,188.27,188.96,190.03,190.66,192.22,196.59,197.82,199.33,204.71,204.44,203.72,203.53,203.57,203.37,203.77,204.76,205.6,206.63,209.29,212.02,212.91,213.97,215.69,215.25,213.85,214.41,214.3,217.72,219.11,220.46,228.73,231.39,237.77,239.05,239.12,239.01,240.9,242.98,251.45,253.64,254.76,257.5,257.83,258.07,257.69,258.22,259.02,259.36,261.46,262.8,263.85,267.12,269.16,269.58,270.28,270.55,271.37,271.81,272.64,273.22,280.78,280.62,281.34,298.93,300.35,300.84,301.66,301.98,302.38,302.55,303.37,306.9,308.22,308.97,319.64,320.32,320.57,321.93,322.59,322.96,323.38,324.71,324.82,326.52,329.65,342.88,344.08,343.85,344.34,344.75,345.59,348.91,351.74,356.16,363.8,367.4,382.54,383.63,387.5
TR33,Lokanta Ve Oteller,128.6,131.87,132.05,134.12,137.19,139.03,140.29,141.6,142.49,142.74,142.63,145.79,147.23,147.42,149.68,151.67,154.01,155.07,157.72,159.43,159.78,160.98,162.89,164.7,165.7,166.93,167.62,168.26,169.24,171.07,172.45,175.37,175.94,178.46,180.59,182.91,185.95,187.91,191.78,192.22,194.22,195.93,197.18,198.5,202.46,201.87,203.11,203.79,203.82,204.46,205.66,206.34,209.48,211.42,214.22,215.02,218.76,222.34,225.63,227.38,229.03,231.08,232.61,234.13,235.9,237.02,240.63,241.57,242.14,248.92,251.92,256,257.14,259.69,261.67,265.08,265.6,267.59,270.65,270.91,271.83,275.32,276.01,281.12,282.33,286.94,290.77,291.06,295.17,296.74,301.46,303.03,303.96,305.33,308.25,311.73,314.55,321.78,322.9,334.57,334.22,335.68,339.64,341.23,344.84,354.13,361.11,362.39,369.89,372.61,375.38,377.62,380.39,381.55,386.57,395.21,399.53,403.18,404.58,406.46,407.23,417.96,418.81,421.51,422.97,424.65,431.71,433.45,438.54,443.3,444.77,446.47,456.58,460.94,463.7,464.97,468.39,480.25,483.27,489.63,492.82,496.42,498.76,509.31,510.78,516.81
TR33,"Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",109.92,109.68,111.12,111.37,112.26,111.17,110.72,109.12,110.95,111.47,112.53,110.54,110.07,110.83,111.36,113.3,116.49,118.91,120.4,120.89,120.37,120.08,121.2,123.43,123.08,125.77,126.24,126.48,126.54,124.96,125.03,125.78,125.76,127.79,128.63,129.29,131.32,132.39,135.2,135.55,136.34,136.88,138.72,139.43,136.6,133.77,132.17,131.93,131.71,132.75,132.78,133.21,135.54,134.92,134.43,134.58,133.83,134.09,134.67,135.71,136.67,137.11,137.38,136.74,138.57,139.43,141.82,143.27,145.07,145.37,146.43,146.26,147.12,148.67,150.61,152.97,153.66,157.03,158.39,159.6,158.71,159.83,159.41,160.44,161.37,162.58,163.32,163.24,166.01,166.71,167.49,166.42,166.67,166.45,166.56,168.07,170.42,171.47,171.67,176.84,178.89,180.96,181.73,183.01,183.3,183.13,183.56,184.49,185.59,185.7,188.74,190.12,192.27,193.85,193.83,196.27,197.1,199.67,202.77,204.07,205.55,209.74,210.85,211.38,210.96,212.3,212.33,213.44,214.16,215.87,215.67,218.34,220.76,223.49,225.28,226.71,228.18,228.96,232.08,232.79,239.04,242.12,245.17,254.82,257.05,263.41
TR33,Saðlýk,109.32,108.8,109.64,109.61,109.57,109.02,108.36,108.59,108.61,108.72,108.73,109.21,110.09,110.39,113.49,113.73,111.82,113.81,115.84,115.98,116.01,116.09,117.09,117.18,117.32,117.36,117.33,117.69,118.01,118.15,118.22,117.3,116.32,116.27,116.29,116.34,116.32,116.54,116.69,118.8,118.81,118.83,118.84,118.87,119.11,119.19,121.65,121.77,121.78,121.79,121.78,121.85,122.01,122.33,121.42,121.03,121.09,121.69,121.75,121.88,122.06,121.25,121.35,121.55,121.56,121.57,122.55,122.65,122.77,122.88,122.9,121.78,122.12,122.28,122.29,122.94,122.88,123.52,124,124.59,124.58,124.73,124.77,124.48,124.53,124.52,124.44,124.32,125.69,127.16,127.8,128.29,128.69,129.1,129.44,130.12,130.26,130.65,130.8,132.39,133.09,133.39,134.34,135.67,136.36,136.8,138.62,139.13,139.26,139.32,143.32,144.4,145.17,144.91,145.75,145.96,146.46,148.59,149.36,149.7,150.2,156.01,158.74,159.3,160,161.53,163.55,164.24,164.8,164.77,164.64,165.68,179.61,182.09,183.38,184.08,184.41,184.44,185.12,185.87,186.3,188.12,188.79,199.91,203.15,204.6
TR33,Ulaþtýrma,126.49,128.86,130.42,130.91,132.46,133.44,134.92,137.9,139.19,137.23,136.26,138.67,139.37,141.81,143.84,149.37,152.55,152.96,149.09,148.99,148.34,148.13,149.73,151.77,153.45,153.34,152.34,152.14,151.91,152.78,151.9,155.56,155.11,157.87,158.85,162.03,165.43,167.08,165.61,162.12,162.54,161.53,159.51,155.27,160.15,156.51,152.74,153.56,157.33,159.17,161.75,162.63,166.98,168.86,168,174.36,175.72,175.56,175.22,174.53,174.88,174.56,174.87,175.44,176.64,179.5,183.81,186,188.83,189.96,191.07,192.25,196.39,199.64,201.1,199.57,200.07,205.34,208.91,208.88,206.11,202.21,201.42,206.31,211.1,216.75,215.52,214.87,217.96,217.3,215.07,213.88,218.78,223.93,225.18,230.43,230.75,232.42,236.42,243.38,243.49,241.55,239.62,239.77,242.68,241.81,241.92,241.41,236.49,229.98,232.19,236.78,237.55,240.8,240.85,240.37,238.71,244.24,247.19,246.32,245.01,245.2,247.32,249.71,252.91,254.94,254.39,254.21,260.82,267.55,270.62,275.24,292.36,292.96,294.05,292.12,290.94,293.31,299.62,303.84,312.45,320.59,323.73,330.99,334.14,344.06
TR41,Alkollü Ýçecekler Ve Tütün,123.88,124.06,124.1,124.12,124.22,126.75,147.83,147.82,147.83,147.84,155.23,162.57,162.8,162.89,162.87,162.84,162.84,162.84,162.96,162.98,162.98,163,166.82,178.61,178.77,178.8,178.77,178.78,178.79,178.8,178.8,190.37,190.37,190.34,190.68,190.72,190.74,190.76,190.9,190.92,190.98,190.96,190.96,190.97,191.2,204.39,204.45,204.53,204.53,226.59,230.75,230.8,231.05,231.02,230.96,292.31,292.33,292.37,292.36,292.36,292.36,292.35,289.52,286.7,288.56,288.67,288.72,288.78,288.78,288.79,288.77,288.78,288.78,288.99,329.81,342.26,342.36,342.42,342.43,342.52,342.85,342.85,342.87,342.91,343.59,345.04,345.12,345.18,398.39,398.41,398.39,398.35,398.39,398,398.17,398.22,395.16,392.59,381.98,410.52,410.49,410.49,409.94,409.67,417.85,416.04,411.28,411.29,411.29,411.27,426.69,426.7,426.7,426.62,426.64,431.64,433.18,434.62,434.62,434.65,434.62,480.82,480.83,481.13,481.18,481.16,514.49,531.96,532.05,532.11,532.14,571.5,584.77,584.73,584.74,584.71,584.81,587.98,587.99,588.04,588,588.11,588.1,590.98,590.89,591.06
TR41,Çeþitli Mal Ve Hizmetler,115.43,116.55,117.46,117.62,119.52,118.45,119.68,122.21,124.2,125.31,127.3,131.65,131.97,135.66,141.51,141.95,144.44,143.13,142.35,143.33,145.21,145.16,146.88,147.14,148.01,148.41,147.18,146.73,146.87,147.6,149.09,151.53,151.38,156.87,160.36,160.8,160.5,160.51,161.69,158.82,159.63,164.08,164.99,166.35,177.49,179.61,175.74,177.18,178.15,178.37,181.13,184.09,186.05,189.49,189.88,188.9,190.71,189.94,193.74,191.37,188.75,189.92,193.05,194.53,196.65,199.45,204.67,207.39,208.15,210.96,212.06,214.96,224.21,227.19,226.42,230.63,232.39,238.63,240.95,241.5,243.11,245.7,247.45,249.15,252.58,254.23,255.54,256.88,262.19,263.09,264.15,263.34,263.68,264.2,265.33,266.33,266.84,267.64,269.25,280.09,283.12,284.21,288.13,291.22,293.08,293.94,293.75,296.19,296.32,298.17,308.15,309.57,314.44,315.07,318.67,320.4,322.08,326.86,331.14,331.63,334.67,346.69,349.69,351.71,356.09,359.69,362.13,364.28,365.77,366.41,370.41,372.2,391.96,394.71,399.54,398.56,400.19,400.05,404.51,408.9,411.78,421.52,421.57,435.75,439.54,449.02
TR41,Eðitim,131.91,131.91,131.91,132.07,134.42,133.43,134.11,136.95,136.95,136.95,136.95,136.96,137.08,137.16,136.78,138.66,139.83,140.75,144.56,145.35,145.35,145.35,146.21,146.27,146.07,145.77,146.57,148.3,148.54,152.86,153.35,153.34,153.19,153.22,153,152.42,153.61,155.24,156.85,157.68,159.4,160.74,160.39,160.39,158.8,157.49,157.61,158.24,159.95,159.26,159.8,164.42,164.36,164.77,165.17,165.29,163.14,164.81,164.79,165.08,165.36,165.7,167.23,166.53,166.93,166.93,167.34,167.95,168.52,170.12,173.42,174.06,173.11,172.56,173.39,173.26,172.76,171.94,171.56,174.4,177.07,176.96,178.27,178.6,167.67,167.29,167.35,167.7,168.98,170.63,172.82,176.22,178.39,181.07,180.94,183.04,185.34,185.5,185.67,183.66,183.15,183.86,184.36,185.5,186.44,187.28,192.5,193.02,193.97,193.97,193.17,194.65,196.28,195.22,196.4,196.82,196.39,202.26,204.38,205.78,205.78,207.47,208.69,210.25,211.02,212.26,213.21,213.93,220.45,221.34,224.07,224.51,225.66,226.61,228.32,228.48,229.58,232.68,234.75,239.77,240.13,240.59,240.59,241.79,242.33,242.49
TR41,Eðlence Ve Kültür,111.66,110.71,109.95,114.8,120.22,120.98,123.34,121.42,121.43,120.88,121.1,120.69,119.42,121.54,122.73,125.48,128.82,134.57,133.17,134.24,132.52,132.86,135.21,134.92,135.14,133.99,134.07,133.18,133.21,132.57,132.54,132.38,133.25,133.75,134.11,133.69,134.34,134.39,135.22,135.64,137.14,140.89,143.29,145.06,144.96,145.51,146.73,145.98,149.19,153.51,151.4,151.89,153.29,155.95,160.48,155.59,159.02,157.8,157.43,159.26,159.08,160.08,160.62,155.2,155.34,156.77,155.71,154.22,155.97,156.86,159.76,161.54,162.32,164.35,166.39,164.83,164.45,164.52,165.38,165.59,167.51,169.59,168.83,170.69,170.62,168.37,169.71,167.23,166.59,168.13,169.29,169.34,171.39,171.24,171.87,173.86,175.7,176.54,175.2,181.42,181.31,180.93,181.9,182.27,187.67,188.81,187.31,187.88,182.62,182.22,195.07,194.36,193.92,193.73,200.14,199.6,206.24,212.37,216.84,217.94,205.49,211.11,208.68,219.22,212.82,211.76,213.53,213.72,211.34,211.46,216.71,218.82,226.97,228.83,229.84,237.32,237.01,240.04,239.65,241.04,233.55,233.62,233.84,238.19,237.31,239.58
TR41,Gýda Ve Alkolsüz Ýçecekler,117.77,117.99,117.21,116.28,115.21,113.23,112.27,113.84,116.81,119.94,120.33,123.73,124.47,124.62,126.61,127.59,129.92,126.93,130.83,130.33,133.43,133.2,140.53,139.81,141.25,144.76,140.65,139.02,140.94,145.05,148.71,148.81,149.38,158.65,159.28,163.29,165.08,160.99,160.23,157.25,157.04,162.64,163.87,164.72,166.29,170.55,170.25,172.22,170.21,169.65,164.51,166.22,170.68,174.6,176.78,187.32,188.99,190.06,184.67,180.56,178.35,182.91,190.27,199,195.09,191.02,199.27,198.82,196.36,209.35,195.62,191.05,192.44,195.24,203.24,207.75,211.26,219.99,219.46,217.81,213.5,207.21,206.73,207.79,213.69,219.68,218.77,220.39,230.09,233.72,231.34,226.05,231.19,232,230.96,232.33,242.31,240.56,243.95,255.38,257.66,260.53,258.3,261.19,261.25,263.73,263.62,271.66,271.53,272.39,288.46,294.75,300.53,294.91,286.77,286.76,288.37,291.34,296.59,298.56,301.55,314.35,310.4,305.35,299.76,307.55,313.3,306.19,305,311.58,309.64,320.55,341.54,348.4,352,351.84,348.39,346.61,347.57,347.07,354.91,362.05,368.27,382.88,388.92,387.29
TR41,Giyim Ve Ayakkabý,101.41,98.52,105.98,114.03,116.98,110.86,104.81,104.07,110.5,113.34,112.72,98.67,96.94,108.97,118.07,120.11,112.18,104.76,102.51,114.17,119.06,117.82,101.38,99.67,107.17,120.9,123.58,115.4,107.9,111.32,121.64,125.41,123.9,104.08,105.25,120.23,132.61,133.75,124.35,116.97,117.23,127.15,129.9,123.32,106.78,108.6,121.91,134.95,134.29,126.46,117.21,119.94,128.43,132.45,129.12,109.17,110.45,125.3,139.24,140.22,133.52,124.34,119.87,129.06,133.93,132.67,110.88,112.26,127.91,142.96,146.67,139.29,133.33,127.02,137.05,143.32,141.44,122.91,122.28,139.13,153.14,152.75,146.41,139.4,131.06,143.74,153.73,151.74,127.16,128.35,149.08,164.8,162.95,155.36,150.43,140.22,160.95,163.1,159.83,138.54,140.36,155.34,172.85,172.86,168.91,159.37,151.92,170.08,174.49,166.95,144.51,143.97,159.71,180.55,176.53,170.57,163.99,156.59,182.87,185.83,183,162.13,161.05,181.56,193.33,191.86,185.81,178.73,170.04,186.04,193.95,189.01,172.87,171.53,188.52,199.18,198.4,192.9,189.43,183.72,202.9,214.64,211.59,192.35,191.79,202.06
TR41,Haberleþme,103.74,104.07,103.78,104.73,103.92,103.7,104.05,104.75,106,105.74,105.45,107.15,106.17,106.01,106.79,108.03,108.21,107.47,107.38,107.14,106.93,106.75,107.71,106.79,105.83,105.39,106.5,105.06,102.17,101.23,100.65,100.48,101.9,102.68,103.33,103.3,103.13,103.51,104.41,104.57,105.7,105.62,105.82,106.2,105.8,105.28,105.61,105.75,106.96,107.24,107.54,107.74,108.97,108.96,109.91,109.7,112.87,107.68,106.38,107.04,106.87,105.88,103.89,103.18,103.66,106.39,108.16,108.54,106.65,106.16,106.89,107.06,106.96,107.15,107.77,108.7,109.06,108.86,108.57,108.56,108.37,110.57,111.15,111.02,112.56,113.92,114.03,115.62,115.79,115.8,115.95,116.35,116.38,117.38,117.31,117.34,117.35,116.83,116.68,116.5,116.83,117.02,116.84,116.97,119.22,119.33,119.26,119.06,118.85,118.67,121.01,121,120.64,120.42,120.48,120.44,121.7,122.56,122.83,123.26,122.94,122.36,122.21,122.59,123.63,123.8,125.69,125.85,126.18,126.1,126.85,126.63,127.64,127.66,127.64,128.27,127.72,127.89,128.02,128.28,128.27,128.59,128.36,126.37,126.21,126.2
TR41,"Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",115.09,116.12,116.18,116.4,116.91,118.64,120.33,122.79,124.63,126.64,127.61,133.5,134.19,134.46,135.33,138.17,140.54,142.45,143.96,146.25,149.24,151.23,155.05,155.98,156.45,156.11,156.29,157.12,158.09,159.24,159.9,163.27,164.94,173.09,173.78,174.71,175.43,177.29,184.47,190.07,194.95,202.99,210.16,209.38,203.07,202.3,199.82,191.89,192.06,192.36,193.2,193.68,197.3,198.83,199.81,203.66,204.09,204.41,205.19,205.84,206.72,206.97,207.59,208.12,208.28,210.24,212.16,212.91,213.56,214.33,214.96,215.4,216.35,217.5,225.95,226.76,227.99,232.76,233.14,243.73,243.96,243.71,243.82,244.89,246.22,255.47,256.22,257.12,259.2,260.44,260.94,261.33,261.95,262.34,263.77,264.99,265.91,266.34,267.75,269.94,270.24,270.68,271.57,271.08,271.7,272.33,272.54,281.05,281.55,281.24,285.23,287.26,288.83,290.47,291.38,292.56,293.61,295.82,298.29,300.62,301.57,309.13,309.94,311.37,312.49,313.52,315.69,317.12,318.45,314.77,317.59,319.99,327.16,328.05,329.17,330.93,332.05,332.75,333.91,335.89,338.96,342.91,341.91,353.88,355.3,359.2
TR41,Lokanta Ve Oteller,125.24,127.26,127.36,128.02,128.2,128.98,129.87,132.58,132.87,135,136.37,140.31,141.82,142.9,145.21,145.71,145.89,147.36,148.88,150.26,151.94,152.88,154.67,154.58,155.96,156.83,157.23,158.07,160.58,162.49,164.44,167.69,168.97,171.1,173.79,176.92,178.52,179.3,181.3,182.22,185.32,188.25,189.26,189.58,191.08,191.82,192.14,192.22,192.97,193.74,195.44,197.19,197.85,199.83,200.15,204.62,205.74,207.88,209.6,212.09,212.04,212.77,215.68,217.86,218.72,219.68,220.92,221.23,221.69,223.45,223.77,224.2,224.71,227.74,230.42,230.53,231.88,233.87,235.08,235.91,237.56,238.69,240.71,242.54,245.78,247.17,249.31,250.41,257.41,258.75,260.65,261.38,262.09,262.62,264.26,266.64,269.05,272.15,272.71,284.29,287.08,289.14,290.58,291.24,292.98,297.44,302.99,306.7,307.1,308.09,312.61,318.71,320.97,324.62,327.9,335.13,345.29,348.99,350.82,350.75,351.65,360,361.76,366.23,369.3,370.22,377.37,380.23,382.24,384.36,386.89,389.88,398.07,399.59,401.05,406.77,411.95,418.67,424.68,431.1,433.36,436.25,437.72,445.86,450.43,453.41
