"Bolge","Gostergeler","Y2005_01","Y2006_01","Y2007_01","Y2008_01","Y2009_01","Y2010_01","Y2011_01","Y2012_01","Y2013_01","Y2014_01","Y2015_01","Y2016_01","Y2017_01","Y2018_01"
"TR33","Giyim Ve Ayakkabý",103.88,103.89,102.96,101.46,104.2,107.66,114.06,125.28,137.44,140.49,155.61,169.84,179.06,193.91
"TR33","Haberleþme",103.62,106.87,108.15,106.48,112.87,115.77,112.5,114.77,120.6,120.03,123.39,126.79,130.63,131.94
"TR33","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",114.77,128.02,143.89,163.3,190.13,203.73,211.34,225.31,256.9,268.77,292.49,318.83,338.23,379.86
"TR33","Lokanta Ve Oteller",127,143.5,162.32,177.99,200.71,214.75,240.75,266.68,292.75,330.46,373.91,412.32,451.65,503.79
"TR33","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",108.73,112.32,120.45,126.68,138.23,135.17,140.79,155.55,164.77,174.59,188.67,208.76,222.1,250.62
"TR33","Saðlýk",109.97,108.78,116.22,116.26,118.98,121.19,122.47,122.65,125.15,131.96,141.96,154.02,174.98,192.99
"TR33","Ulaþtýrma",123.97,138.28,148.32,157.11,157.54,173.95,181.28,204.52,214.83,241.34,226.91,244.41,285.23,330.76
"TR41","Alkollü Ýçecekler Ve Tütün",121.68,162.55,162.84,190.36,190.97,281.69,288.69,342.39,395.1,410.5,428.53,476.33,584.74,591.03
"TR41","Çeþitli Mal Ve Hizmetler",115.83,130.18,145.51,154.42,170.98,189.01,203.03,238.39,262.12,275.35,305.57,343.21,387.77,431.15
"TR41","Eðitim",130.5,136.95,145.35,153.22,160.39,165.49,166.93,172.26,168.16,184.41,193.24,206,225,240.59
"TR41","Eðlence Ve Kültür",111.79,120.72,133.05,133.01,146.3,159.01,157.22,165.62,167.36,178.37,184.38,216.94,226.21,235.73
"TR41","Gýda Ve Alkolsüz Ýçecekler",116.27,121.55,138.48,151.6,166.1,180.28,195.1,214.93,228.05,255.57,282.08,314.18,337.7,374.21
"TR41","Giyim Ve Ayakkabý",107.88,105.93,108,114.51,114.54,118.63,119.2,130.71,140.94,146.6,158.97,173.59,181.49,199.84
"TR41","Haberleþme",103.51,107.59,108.35,102.75,107.03,109.51,107.68,109.05,115.58,116.27,119.87,123.01,126.79,126.37
"TR41","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",114.63,132.49,154.26,172.62,208.2,202.82,211.58,232.01,258.88,269.03,283.97,307.26,324.31,351.74
"TR41","Lokanta Ve Oteller",122.8,139.6,154.05,170.16,189.38,202.07,220.96,233.11,255.04,279.8,310.95,356.32,393.99,441.65
"TR41","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",112.29,117.49,123.9,128.58,139.88,136.58,141.79,158.62,167.2,177.72,192.49,213.99,227.51,262.06
"TR41","Saðlýk",109.37,109.69,117.68,118.42,120.79,123.43,124.25,124.67,127.41,134.18,156.29,163.01,184.67,208.73
"TR41","Ulaþtýrma",120.13,138.61,151.13,159.5,162.8,180.19,188.47,213.55,221.06,250.79,251.44,270.65,308.99,354.94
"TR42","Alkollü Ýçecekler Ve Tütün",121.62,162.25,162.47,191.22,191.54,284.81,284.79,338.99,390.96,405.66,422.44,469.37,577.48,581.16
"TR42","Çeþitli Mal Ve Hizmetler",111.67,128.13,146.44,156.14,173,190.36,195.3,225.03,245.8,254.64,283.45,321.35,372.77,414.31
"TR42","Eðitim",132.55,144.57,152.34,158.96,166.98,175.59,179.39,189.26,196.23,211.1,231.63,245.88,269.32,294.38
"TR42","Eðlence Ve Kültür",119.47,123.85,130.95,124.51,142.35,145.67,140.59,151.82,146.75,172.42,181.29,204.29,213.9,228.04
"TR42","Gýda Ve Alkolsüz Ýçecekler",113.66,122.18,139.12,155.29,170.41,185.42,194.16,217.21,231.79,261.65,287.52,320.16,343.08,372.8
"TR42","Giyim Ve Ayakkabý",118,112.36,114.73,114.23,116.77,120,125.65,136.77,145.11,147.76,163.21,182.24,187.73,214.35
"TR42","Haberleþme",104.76,109.55,111.12,109.79,116.33,119.14,116.44,117.29,124.13,124.99,128.94,132.29,136.01,136.93
"TR42","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",113.3,132.3,155.41,179.72,212.78,219.57,227.33,250.32,279.63,288.88,305.74,327.95,343.04,383.03
"TR42","Lokanta Ve Oteller",127.53,142.9,163.21,180.28,201.53,209.41,226.36,250.08,275.52,302.97,347.91,397.62,437.56,481.22
"TR42","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",111.97,118.68,126.57,132.67,146.1,142.04,146.05,164.23,173.13,182.9,198.09,221.07,233.78,268.51
"TR42","Saðlýk",119.16,119.4,129.65,130.38,132.98,134.03,136.06,136.86,139.23,147.97,162.33,173.65,204.02,217.87
"TR42","Ulaþtýrma",116.37,135.48,146.36,156.7,160.3,176.94,185.42,209.48,220.5,246.11,244.1,257.91,298.37,348.99
"TR51","Alkollü Ýçecekler Ve Tütün",122.33,160.76,161.43,187.48,188.05,270.89,276.17,325.73,375.48,390.19,407.04,452.76,556.14,560.33
"TR51","Çeþitli Mal Ve Hizmetler",113.11,127.24,144.71,154.6,177.13,195.95,202,235.03,257.41,266.95,291.42,323.7,363.4,399.05
"TR51","Eðitim",133.81,159.42,163.7,174.89,186.84,205.54,217.75,226.28,244.62,274.48,303.17,326.1,362.7,398.67
"TR51","Eðlence Ve Kültür",112.95,119.81,129.41,124.67,152.08,156.8,171.86,184.12,186.12,197.53,210.1,236.56,250.18,262.75
"TR51","Gýda Ve Alkolsüz Ýçecekler",109.57,115.52,137.94,146.95,161.93,178.35,191.3,218.04,235.22,262.72,290.54,326.41,353.45,381.94
"TR51","Giyim Ve Ayakkabý",102.85,110.69,113.31,113.66,110.68,114.68,126.42,135.33,149.93,154.06,169.99,189.43,194.41,219.85
"TR51","Haberleþme",103.82,107.92,109.3,106.91,112.86,115.01,113.75,114.69,121.63,122.72,127.09,130.54,135.3,135.11
"TR51","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",110.56,125.31,145.42,161.92,205.53,201.76,207.14,221.9,250.51,260,286.81,312.7,326.55,356.02
"TR51","Lokanta Ve Oteller",128.53,154.47,172.69,193.98,216.3,232.13,253.44,271.57,293.58,329.32,374.37,416.09,463.55,520.37
"TR51","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",110.95,116.56,125.43,130.95,143.04,143.88,149.83,167.22,175.76,188.34,203.03,225.05,238.47,266.74
"TR51","Saðlýk",113.04,112.51,124.19,124.77,129.05,132.82,131.15,131.23,133.1,142.39,150.14,163.32,179.05,193.24
"TR51","Ulaþtýrma",123.71,133.07,142.47,158.81,162.41,179.79,188.95,212.27,219.46,244.63,243.33,258.76,302.87,346.59
"TR52","Alkollü Ýçecekler Ve Tütün",120.99,164.02,164.69,193.92,194.23,293.45,299.91,356.56,410.24,425.45,443.56,492.53,607.46,608.74
"TR52","Çeþitli Mal Ve Hizmetler",110.69,126.59,146.15,156.64,180.75,199.69,214.09,247.59,276.64,294.51,326.36,359.62,416.47,461.33
"TR52","Eðitim",124.98,131.87,143.09,152.66,165.46,171.41,177.21,184.92,192.03,202.27,219.35,234.42,265.34,284.27
"TR52","Eðlence Ve Kültür",113.56,115.3,126.39,124.34,168.75,151.23,190.1,180.23,185.13,203.1,215.9,249.63,263.35,284.33
"TR52","Gýda Ve Alkolsüz Ýçecekler",114.87,119.14,138.73,150.25,160.77,179.26,196.92,222.81,229.27,258.18,288.19,326.35,352.31,379.68
"TR52","Giyim Ve Ayakkabý",113.19,112.05,116.9,120.47,122.38,124.62,127.68,133.54,144.26,148.93,154.53,168.48,167.56,184.59
"TR52","Haberleþme",103.91,107.78,108.31,103.87,108.42,110.82,109.74,111.9,117.98,118.43,121.73,124.6,127.76,128.14
"TR52","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",117.78,134.43,152.62,173.02,201.88,209.28,218.3,243.14,271.1,281.43,296.05,317.91,339.91,387.85
"TR52","Lokanta Ve Oteller",127.09,140.1,151.83,177.22,194.66,211.26,237.74,252.85,272.06,297.42,333.42,376.09,417.16,469.15
"TR52","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",108.18,111.35,121.52,125.1,137.65,134.25,140.52,156.17,163.28,174.1,188.98,208.84,222.44,252.18
"TR52","Saðlýk",110.09,107.97,116.51,117.28,120.63,122.12,121.34,120.78,122.24,131.95,143.47,159.15,179.73,199.44
"TR52","Ulaþtýrma",117.28,132.43,141.66,154.7,154.37,175.42,184.74,207.29,215.71,242.62,227.66,245.88,285.45,336.74
"TR61","Alkollü Ýçecekler Ve Tütün",122.59,163.53,164.16,192.33,193.21,279.41,287.87,340.07,393.5,409.77,427.72,475.31,584.11,591.25
"TR61","Çeþitli Mal Ve Hizmetler",111.04,123.52,136.89,145.2,165.78,185.58,196.52,232.36,254.92,265.36,297.78,333.53,378.36,418.76
"TR61","Eðitim",133.6,141.23,156.34,166.03,179.04,188.72,203.71,219.07,238.19,259.45,285.87,302.08,334.28,373.36
"TR61","Eðlence Ve Kültür",112.12,119.78,126.34,122.54,136.92,146.68,146.35,157.06,160.63,171.49,179.66,202.03,214.19,232.32
"TR61","Gýda Ve Alkolsüz Ýçecekler",110.2,114.5,131.51,143.7,161.84,175.66,189.74,210.38,224.98,250.58,277.02,308.83,332.84,365.24
"TR61","Giyim Ve Ayakkabý",109.03,110.34,112.4,115.48,120.32,123.19,131.34,139.11,155.51,163.41,175.08,192.55,207.22,226.77
"TR61","Haberleþme",103.68,108.09,109.87,109.27,115.75,118.77,114.72,116.15,123.62,125.39,129.24,132.16,136.31,136.45
"TR61","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",116.41,131.59,143.8,162.36,181.84,192.12,197.64,211.51,232.82,240.04,254,273.17,291.37,322.97
"TR61","Lokanta Ve Oteller",127.62,145.96,163.29,175.5,202.97,220.6,238.33,252.91,277.66,308.19,359.72,417.54,446.06,492.11
"TR61","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",109.57,114.18,122.8,130.01,143.2,138.88,144.15,160.08,168.3,178.37,194.87,217.44,230.85,262.73
"TR61","Saðlýk",112.69,110.84,116.11,117.32,119.29,120.96,123.77,123.43,125.9,132.75,143.74,156.62,176.2,201.63
"TR61","Ulaþtýrma",118.49,132.64,143.69,149.81,149.92,167.23,176.23,199.35,203.35,229.78,222.76,237.61,277.74,322.6
"TR62","Alkollü Ýçecekler Ve Tütün",121.79,162.54,163.59,192.4,193.01,283.38,293.56,348.53,401.36,416.73,435.07,484.07,595.29,600.3
"TR62","Çeþitli Mal Ve Hizmetler",110.91,122.61,138.41,147.48,163.53,177.15,188.99,218.15,246.98,253.64,279.12,306.6,344.34,387.03
"TR62","Eðitim",141.15,153.9,163.33,174.72,187.03,199.3,205.88,217.55,217.77,233.56,255.11,269.88,297.85,338.91
"TR62","Eðlence Ve Kültür",115.52,120.88,128.57,126.19,135.05,147.18,141.31,153.48,154.32,162.26,173.22,188.59,202.01,218.58
"TR62","Gýda Ve Alkolsüz Ýçecekler",108.88,112.93,132.15,142.12,162.03,178.62,194.87,219.57,236.73,257.9,279.46,323.63,350.37,382.86
"TR62","Giyim Ve Ayakkabý",115.26,116.07,112.03,114.19,114.59,118.96,123.55,133.12,145.04,156.48,169.08,188.95,195.94,217.09
"TR62","Haberleþme",104.6,108.42,109.77,107.08,113.1,115.8,113.79,115.24,122.02,122.46,126.08,129.16,133.49,134.81
"TR62","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",115.86,131.16,153.49,178.34,208.01,227.46,239.18,260.45,285.56,297.71,315.75,340.02,371.44,422.12
"TR62","Lokanta Ve Oteller",123.61,137.99,153.68,168,194.77,224.75,253.7,275.2,294.64,323.36,365.27,404.16,449.55,510.09
"TR62","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",107.45,112.29,120.65,126.01,137.24,132.66,138.44,156.34,166.12,177.29,193.87,215.98,229.96,261.43
"TR62","Saðlýk",115.55,114.42,123.59,123.68,125.04,127.25,128.09,127.61,131.46,142.21,151.48,164.81,190.38,203.76
"TR62","Ulaþtýrma",117.9,128.73,140.04,151.81,151.71,168.89,178.25,203.49,212.68,239.15,236.51,256.06,296.88,341.88
"TR63","Alkollü Ýçecekler Ve Tütün",121.28,163.17,164.15,192.53,193.27,283.54,281.15,333.49,384.38,398.63,416.48,462.13,569.38,572.81
"TR63","Çeþitli Mal Ve Hizmetler",115.95,128.36,141.15,149.12,163.28,178.86,192.72,233.82,244.78,245.47,269.8,298.09,337.68,382.27
"TR63","Eðitim",135.57,150.06,160.88,169.83,173.74,182.49,194.36,212.37,224.95,245.84,264.76,287.2,313.79,338.3
"TR63","Eðlence Ve Kültür",111.87,116.26,123.05,122.23,132.86,144.56,139.45,152.17,155.03,163.93,172.44,190.29,202.3,219.82
"TR63","Gýda Ve Alkolsüz Ýçecekler",112.51,115.57,135.82,143,163.09,178.64,193.56,222.36,230.43,253.46,278.66,312.02,336.77,371.28
"TR63","Giyim Ve Ayakkabý",105.78,107.9,103,107.34,112.68,111.96,124.85,128.83,141.97,148.19,155.19,168.28,174.04,194.69
"TR63","Haberleþme",104.18,107.95,109.09,106.48,112.42,115.81,112.05,112.98,119.71,119.92,123.22,126.1,130.11,131.12
"TR63","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",115.61,125.04,139.7,159.28,184.09,197.44,208.72,237.71,260.69,270.67,288.56,310.11,336.12,378.81
"TR63","Lokanta Ve Oteller",122.34,133.46,145.71,163.57,187.24,218.74,244.31,268.09,289.82,321.14,350.6,385.65,424.92,479.27
"TR63","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",113.23,118.26,126.64,132.34,147.24,146.47,152.22,167.34,175.84,187.61,202.19,223.67,238.22,271.03
"TR63","Saðlýk",115.41,113.52,121.88,122.44,124.67,126.91,130.95,130.49,132.96,139.65,151.95,165.18,184.47,205.55
"TR63","Ulaþtýrma",114.6,131.68,140.9,152.93,156.95,172.4,180.43,204.28,213.88,242.21,240.64,257.93,298.78,347.53
"TR71","Alkollü Ýçecekler Ve Tütün",121.38,163.89,165,192.27,192.97,290.39,295.98,353.18,407.55,423.8,442.88,492.21,605.58,609.82
"TR71","Çeþitli Mal Ve Hizmetler",115.98,129.74,149.51,162.97,195.86,225.43,248.95,303.47,334.45,348.54,388.83,439.96,481.9,540.11
"TR71","Eðitim",130.22,146.35,158.54,179,181.18,180.63,192.98,198.73,199.51,237.19,263.3,275.41,295.02,315.97
"TR71","Eðlence Ve Kültür",103.45,112.78,116.62,114.85,124.99,134.25,131.53,140.62,140.12,151.18,160.65,179.2,194.66,203.27
"TR71","Gýda Ve Alkolsüz Ýçecekler",111.88,114.35,134.11,145.55,163.88,179.74,189.83,218.38,231.97,260.74,286.25,324.34,357.3,379.78
"TR71","Giyim Ve Ayakkabý",107.84,106.27,109.35,111.89,109.43,107.71,111.35,126.33,136.33,144.22,158.67,166.82,176.9,195.82
"TR71","Haberleþme",103.71,107.14,107.7,104.02,109.96,112.5,110.92,112.75,119,119.26,123.49,127.43,131.38,131.86
"TR71","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",109.32,120.05,135.7,153.88,182.13,198.98,209.75,236.14,260.69,272.1,284.69,302.9,322.7,354.88
"TR71","Lokanta Ve Oteller",130.32,140.72,160.12,174.31,200.61,216.23,238.58,263.35,280.71,308.8,357.83,397.06,426.82,489.63
"TR71","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",108.37,111.71,119.71,123.68,134.4,130.03,134.14,150.84,158.42,167.46,183.76,204.01,216.97,245.44
"TR71","Saðlýk",116.43,114.36,123.42,123.86,126.37,128,126.75,126.12,128.23,133.02,143.18,163.12,183.87,204.8
"TR71","Ulaþtýrma",114.9,133.14,143.25,154.94,159.81,174.64,186.79,213,220.24,248.93,234.74,251.17,292.29,337.06
"TR72","Alkollü Ýçecekler Ve Tütün",121.54,165.32,165.3,195.65,195.84,299.08,302.26,358.4,412.83,427.48,444.51,492.92,607.16,609.84
"TR72","Çeþitli Mal Ve Hizmetler",124.82,137.38,151.64,160.72,189.12,211.91,232.55,276.85,293.92,308.04,338.26,379.56,419.45,460.51
"TR72","Eðitim",136.32,157.83,177.84,185.43,199.45,211.49,219.09,231.97,229.5,249.81,280.25,300.09,334.31,368.29
"TR72","Eðlence Ve Kültür",105.14,112.57,119.08,124.15,134.77,144.67,139.62,146.77,151.31,162,172.72,197.27,205.17,218.73
"TR72","Gýda Ve Alkolsüz Ýçecekler",114.22,118.73,140.83,154.46,170.65,187.28,199.47,228.21,239.19,266.6,300.2,338.27,359.9,388.43
"TR72","Giyim Ve Ayakkabý",108.99,103.4,105.69,107.1,104.82,112.33,115.54,128.54,138.94,147.15,158.19,166.59,181.12,196.93
"TR72","Haberleþme",103.93,106.41,107.28,102.63,107.72,109.88,109.37,110.79,117.23,117.18,121.02,124.92,129.17,130.46
"TR72","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",108.92,121.38,143.65,162.49,187.9,200.04,207.96,228.26,252.56,262.83,276.46,294.54,315.28,354.8
"TR72","Lokanta Ve Oteller",130.17,142.64,161.46,178.18,201.97,224.67,250.02,268.91,285.91,307.99,350.78,412.42,462.99,520.5
"TR72","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",106.47,109.93,117.19,121.7,134.89,131.28,138.82,154.65,162.85,172.42,188.46,209.99,226.17,257.13
"TR72","Saðlýk",110.41,109.44,119.49,119.69,123.07,125.05,125.61,124.82,127.85,136.49,147.72,169.01,200.46,217.14
"TR72","Ulaþtýrma",119.93,135.36,146.74,160.39,163.46,185.44,196,220.94,232.49,264.15,259.53,278.38,327.18,383.07
"TR81","Alkollü Ýçecekler Ve Tütün",121.42,161.15,161.46,191.37,191.71,283.29,293.04,348.7,402.14,419.37,439.42,489.19,601.52,606.53
"TR81","Çeþitli Mal Ve Hizmetler",116.16,128.18,139.95,147.97,159.85,171.84,174.3,202.14,225.14,230.58,253.14,284.84,328.45,363.89
"TR81","Eðitim",133.21,146.13,154.52,165.28,178.66,185.05,190.59,198.49,195.2,213.49,236.01,242.62,262.86,287.42
"TR81","Eðlence Ve Kültür",104.92,110.79,117.95,112.58,124.08,129.63,126.78,132.63,132.72,157.94,154.79,172.18,220.45,234.53
"TR81","Gýda Ve Alkolsüz Ýçecekler",114.59,120.69,136.38,153.2,168.66,179.66,193.62,209.89,225.52,253.34,281.74,312.29,340.39,367.02
"TR81","Giyim Ve Ayakkabý",111.11,105.49,99.67,104.32,109.04,109.11,111.03,124.48,142.68,145.63,156.54,171.62,178.5,198.17
"TR81","Haberleþme",104.52,107.54,108.84,105.49,111.8,114.24,113.63,115.43,121.81,122.51,127.09,131.18,135.82,136.18
"TR81","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",118.71,130.38,145.72,161.92,192.23,192,204.17,233,258.09,269.56,281.7,306.33,326.47,367.35
"TR81","Lokanta Ve Oteller",121.68,123.05,141.49,155.22,177.24,186.38,204.16,220.42,237.4,250.49,283.02,324.41,356.92,398.83
"TR81","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",107.74,110.63,117.98,123.91,134.87,132.09,135.15,152,156.64,165.74,181.84,201.47,216.71,247.34
"TR81","Saðlýk",118.2,117.96,127.35,131.48,134.01,136.73,138.01,140.59,145.11,153.49,165.27,174.68,199.6,213.63
"TR81","Ulaþtýrma",121.21,137.56,146.65,160.3,163.35,180.13,188.86,215.34,224.32,253.52,248.04,265.77,308.45,356.79
"TR82","Alkollü Ýçecekler Ve Tütün",121.74,163.37,164.03,192.02,192.97,282.63,293.38,347.18,400.55,416.39,434.48,482.88,594.37,597.04
"TR82","Çeþitli Mal Ve Hizmetler",117.17,132.21,144.94,154.86,169.39,196.35,209.62,258.72,283.4,291.61,317.38,355.67,419.34,466.8
"TR82","Eðitim",133.01,139.03,154.3,167,180.57,191.93,200.87,225.49,225.04,243.15,258.67,264.81,297.86,322.37
"TR82","Eðlence Ve Kültür",112.22,123.49,131.03,127.19,140.43,143.92,139.97,155.2,158.75,167.93,174.92,200.36,210.55,233.31
"TR82","Gýda Ve Alkolsüz Ýçecekler",110.4,116.25,135.23,146.39,161.48,175.51,192.86,212.92,222.76,246.44,281.06,308.63,340.27,368.73
"TR82","Giyim Ve Ayakkabý",102.79,103.32,103.81,108.48,116.54,118.62,121.49,123.59,131.47,137.79,148.86,165.53,174.4,189.91
"TR82","Haberleþme",104.62,107.75,108.95,106.35,112.3,115.14,112.85,114.51,121.42,122.3,127.04,131.4,136.72,137.22
"TR82","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",112.86,121.11,135.92,151.6,180.29,185.17,196.39,227.45,248.9,264.05,271.25,291.46,312.94,347.19
"TR82","Lokanta Ve Oteller",119.7,133.08,145.33,163.07,185.02,209.34,233.06,249.88,268.47,293.02,345.19,384.3,413.33,462.31
"TR82","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",107.86,110.77,118.32,123.24,134.49,129.75,134.33,148.76,157.06,164.42,179.41,199.08,211.21,241.38
"TR82","Saðlýk",114.43,114.5,121.86,122.2,125.23,127.03,134.99,135.41,138.89,142.39,152.63,166.58,192.49,218.75
"TR82","Ulaþtýrma",126.61,142.92,159.48,170.13,171.17,189.68,199.75,232.33,241.98,275.91,254.63,266.37,317.46,356.68
"TR83","Alkollü Ýçecekler Ve Tütün",121.07,165.03,165.63,195.87,196.47,289.21,298.44,354.5,408.64,424.5,443.04,491.95,605.89,609.16
"TR83","Çeþitli Mal Ve Hizmetler",116.82,127.4,143.77,158.69,180.28,196.39,204.55,231.16,247.67,256.14,280.78,306.53,347.36,390.32
"TR83","Eðitim",128.65,140.61,152.42,160.04,171.1,173.99,182.48,192.44,201.45,221.36,242.97,254.53,271.34,302.86
"TR83","Eðlence Ve Kültür",117.68,123.55,132.54,129.93,142.48,153.64,149.7,159.27,159.36,168.07,175.72,200.94,211.47,233.48
"TR83","Gýda Ve Alkolsüz Ýçecekler",110.14,117.4,137.14,145.76,163.48,174.31,184.7,209.19,223.78,249.15,277.41,315.58,339.57,368.79
"TR83","Giyim Ve Ayakkabý",112.64,112.46,116.11,120.91,120.05,131.52,137.2,147.63,160.5,163.42,177.56,192.08,199.75,215.67
"TR83","Haberleþme",103.66,107.12,108.37,106.8,112.9,115.41,113.6,114.79,121.67,122.75,127.68,131.63,136.09,137.05
"TR83","Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",113.11,125.44,140.23,159.13,183.69,196.39,207.36,232.2,257.68,270.65,283.99,307.55,326.44,362.81
"TR83","Lokanta Ve Oteller",122.72,132.78,152.82,174.62,195.8,215.24,237.02,249.52,273.06,298.69,340.95,391.31,425.44,481.26
"TR83","Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",106.66,110.74,120.12,125.59,137.48,132.48,137.38,152.71,160.52,171.17,186.78,205.17,220.83,254.68
