Date,SP500,DAX,MCX,SSEC,N225
2017-01-09,2268.9,11563.99,2211.25,3171.24,NA
2017-01-10,2268.9,11583.3,2237.49,3161.67,19301.44
2017-01-11,2275.32,11646.17,2218.61,3136.75,19364.67
2017-01-12,2270.44,11521.04,2212,3119.29,19134.7
2017-01-13,2274.64,11629.18,2195.19,3112.76,19287.28
2017-01-14,NA,NA,NA,NA,NA
2017-01-15,NA,NA,NA,NA,NA
2017-01-16,NA,11554.71,2189.07,3103.43,19095.24
2017-01-17,2267.89,11540,2178.73,3108.77,18813.53
2017-01-18,2271.89,11599.39,2170.09,3113.01,18894.37
2017-01-19,2263.69,11596.89,2162.25,3101.3,19072.25
2017-01-20,2271.31,11630.13,2159.96,3123.14,19137.91
2017-01-21,NA,NA,NA,NA,NA
2017-01-22,NA,NA,NA,NA,NA
2017-01-23,2265.2,11545.75,2146.09,3136.77,18891.03
2017-01-24,2280.07,11594.94,2174.59,3142.55,18787.99
2017-01-25,2298.37,11806.05,2176,3149.55,19057.5
2017-01-26,2296.68,11848.63,2229.2,3159.17,19402.39
2017-01-27,2294.69,11814.27,2266.05,NA,19467.4
2017-01-28,NA,NA,NA,NA,NA
2017-01-29,NA,NA,NA,NA,NA
2017-01-30,2280.9,11681.89,2234.14,NA,19368.85
2017-01-31,2278.87,11535.31,2217.39,NA,19041.34
2017-02-01,2279.55,11659.5,2231.68,NA,19148.08
2017-02-02,2280.85,11627.95,2217.56,NA,18914.58
2017-02-03,2297.42,11651.49,2226.61,3140.17,18918.2
2017-02-04,NA,NA,NA,NA,NA
2017-02-05,NA,NA,NA,NA,NA
2017-02-06,2292.56,11509.84,2210.51,3156.98,18976.71
2017-02-07,2293.08,11549.44,2218.77,3153.09,18910.78
2017-02-08,2294.67,11543.38,2189.61,3166.98,19007.6
2017-02-09,2307.87,11642.86,2173.98,3183.18,18907.67
2017-02-10,2316.1,11666.97,2162.19,3196.7,19378.93
2017-02-11,NA,NA,NA,NA,NA
2017-02-12,NA,NA,NA,NA,NA
2017-02-13,2328.25,11774.43,2161.49,3216.84,19459.15
2017-02-14,2337.58,11771.81,2141.5,3217.93,19238.98
2017-02-15,2349.25,11793.93,2137.08,3212.99,19437.98
2017-02-16,2347.22,11757.24,2148.48,3229.62,19347.53
2017-02-17,2351.16,11757.02,2128.21,3202.08,19234.62
2017-02-18,NA,NA,NA,NA,NA
2017-02-19,NA,NA,NA,NA,NA
2017-02-20,NA,11827.62,2119.09,3239.96,19251.08
2017-02-21,2365.38,11967.49,2127.72,3253.33,19381.44
2017-02-22,2362.82,11998.59,2106.3,3261.22,19379.87
2017-02-23,2363.81,11947.83,NA,3251.38,19371.46
2017-02-24,2367.34,11804.03,2093.09,3253.43,19283.54
2017-02-25,NA,NA,NA,NA,NA
2017-02-26,NA,NA,NA,NA,NA
2017-02-27,2369.75,11822.67,2056.46,3228.66,19107.47
2017-02-28,2363.64,11834.41,2035.77,3241.73,19118.99
2017-03-01,2395.96,12067.19,2059.87,3246.93,19393.54
2017-03-02,2381.92,12059.57,2049,3230.03,19564.8
2017-03-03,2383.12,12027.36,2056.89,3218.31,19469.17
2017-03-04,NA,NA,NA,NA,NA
2017-03-05,NA,NA,NA,NA,NA
2017-03-06,2375.31,11958.4,2047.42,3233.87,19379.14
2017-03-07,2368.39,11966.14,2024.84,3242.41,19344.15
2017-03-08,2362.98,11967.31,NA,3240.66,19254.03
2017-03-09,2364.87,11978.39,1974.24,3216.75,19318.58
2017-03-10,2372.6,11963.18,1973.96,3212.76,19604.61
2017-03-11,NA,NA,NA,NA,NA
2017-03-12,NA,NA,NA,NA,NA
2017-03-13,2373.47,11990.03,2000.14,3237.02,19633.75
2017-03-14,2365.45,11988.79,2001.25,3239.33,19609.5
2017-03-15,2385.26,12009.87,1992.59,3241.76,19577.38
2017-03-16,2381.38,12083.18,2014.37,3268.94,19590.14
2017-03-17,2378.25,12095.24,2036.96,3237.45,19521.59
2017-03-18,NA,NA,NA,NA,NA
2017-03-19,NA,NA,NA,NA,NA
2017-03-20,2373.47,12052.9,2042.72,3250.81,NA
2017-03-21,2344.02,11962.13,2048.07,3261.61,19455.88
2017-03-22,2348.45,11904.12,2061.53,3245.22,19041.38
2017-03-23,2345.96,12039.68,2051.04,3248.55,19085.31
2017-03-24,2343.98,12064.27,2039.77,3269.45,19262.53
2017-03-25,NA,NA,NA,NA,NA
2017-03-26,NA,NA,NA,NA,19060.5
2017-03-27,2341.59,11996.07,2013.16,3266.96,18985.59
2017-03-28,2358.57,12149.42,2032.54,3252.95,19202.87
2017-03-29,2361.13,12203,2023.71,3241.31,19217.48
2017-03-30,2368.06,12256.43,2021.88,3210.24,19063.22
2017-03-31,2362.72,12312.87,1995.9,3222.51,18909.26
2017-04-01,NA,NA,NA,NA,NA
2017-04-02,NA,NA,NA,NA,18979
2017-04-03,2358.84,12257.2,2008.61,NA,18983.23
2017-04-04,2360.16,12282.34,2025.69,NA,18810.25
2017-04-05,2352.95,12217.54,2056.32,3270.31,18861.27
2017-04-06,2357.49,12230.89,2054.69,3281,18597.06
2017-04-07,2355.54,12225.06,2020.23,3286.62,18664.63
2017-04-08,NA,NA,NA,NA,NA
2017-04-09,NA,NA,NA,NA,18800.5
2017-04-10,2357.16,12200.52,1971.23,3269.39,18797.88
2017-04-11,2353.78,12139.35,1977.95,3288.97,18747.87
2017-04-12,2344.93,12154.7,1947.88,3273.83,18552.61
2017-04-13,2328.95,12109,1944.7,3275.96,18426.84
2017-04-14,NA,NA,1916.29,3246.07,18335.63
2017-04-15,NA,NA,NA,NA,NA
2017-04-16,NA,NA,NA,NA,18240.5
2017-04-17,2349.01,NA,1942.72,3222.17,18355.26
2017-04-18,2342.19,12000.44,1920.29,3196.71,18418.59
2017-04-19,2338.17,12016.45,1916.5,3170.69,18432.2
2017-04-20,2355.84,12027.32,1932.17,3172.1,18430.49
2017-04-21,2348.69,12048.57,1944.72,3173.15,18620.75
2017-04-22,NA,NA,NA,NA,NA
2017-04-23,NA,NA,NA,NA,18909
2017-04-24,2374.15,12454.98,1979.57,3129.53,18875.88
2017-04-25,2388.61,12467.04,1998.41,3134.57,19079.33
2017-04-26,2387.45,12472.8,2026.92,3140.85,19289.43
2017-04-27,2388.77,12443.79,2011.67,3152.19,19251.87
2017-04-28,2384.2,12438.01,2016.71,3154.66,19196.74
2017-04-29,NA,NA,NA,NA,NA
2017-04-30,NA,NA,NA,NA,19202.5
2017-05-01,2388.33,NA,NA,NA,19310.52
2017-05-02,2391.17,12507.9,2026.85,3143.71,19445.7
2017-05-03,2388.13,12527.84,1993.66,3135.35,NA
2017-05-04,2389.52,12647.78,1998.87,3127.37,NA
2017-05-05,2399.29,12716.89,2002.41,3103.04,NA
2017-05-06,NA,NA,NA,NA,NA
2017-05-07,NA,NA,NA,NA,19729
2017-05-08,2399.38,12694.55,NA,3078.61,19895.7
2017-05-09,2396.92,12749.12,NA,3080.53,19843
2017-05-10,2399.63,12757.46,2028.21,3052.78,19900.09
2017-05-11,2394.44,12711.06,2002.54,3061.5,19961.55
2017-05-12,2390.9,12770.41,1994.58,3083.51,19883.9
2017-05-13,NA,NA,NA,NA,NA
2017-05-14,NA,NA,NA,NA,NA
2017-05-15,2402.32,12807.04,2003.12,3090.23,19869.85
2017-05-16,2400.67,12804.53,1992.94,3112.96,19919.82
2017-05-17,2357.03,12631.61,1994.35,3104.44,19814.88
2017-05-18,2365.72,12590.06,1967.66,3090.14,19553.86
2017-05-19,2381.73,12638.69,1962.4,3090.63,19590.76
2017-05-20,NA,NA,NA,NA,NA
2017-05-21,NA,NA,NA,NA,19674.5
2017-05-22,2394.02,12619.46,1950.51,3075.68,19678.28
2017-05-23,2398.42,12659.15,1960.16,3061.95,19613.28
2017-05-24,2404.39,12642.87,1951.98,3064.08,19742.98
2017-05-25,2415.07,12621.72,1947.26,3107.83,19813.13
2017-05-26,2415.82,12602.18,1934.25,3110.06,19686.84
2017-05-27,NA,NA,NA,NA,NA
2017-05-28,NA,NA,NA,NA,19686
2017-05-29,NA,12628.95,1940.77,NA,19682.57
2017-05-30,2412.91,12598.68,1932.91,NA,19677.85
2017-05-31,2411.8,12615.06,1900.38,3117.18,19650.57
2017-06-01,2430.06,12664.92,1869.66,3102.62,19860.03
2017-06-02,2439.07,12822.94,1881.87,3105.54,20177.28
2017-06-03,NA,NA,NA,NA,NA
2017-06-04,NA,NA,NA,NA,20122.5
2017-06-05,2436.1,NA,1877.69,3091.66,20170.82
2017-06-06,2429.33,12690.12,1870.04,3102.13,19979.9
2017-06-07,2433.14,12672.49,1868.42,3140.32,19984.62
2017-06-08,2433.79,12713.58,1874.21,3150.33,19909.26
2017-06-09,2431.77,12815.72,1883.34,3158.4,20013.26
2017-06-10,NA,NA,NA,NA,NA
2017-06-11,NA,NA,NA,NA,19917.5
2017-06-12,2429.39,12690.44,NA,3139.88,19908.58
2017-06-13,2440.35,12764.98,1861.27,3153.74,19898.75
2017-06-14,2437.92,12805.95,1838.32,3130.67,19883.52
2017-06-15,2432.46,12691.81,1817.82,3132.49,19831.82
2017-06-16,2433.15,12752.73,1822.91,3123.17,19943.26
2017-06-17,NA,NA,NA,NA,NA
2017-06-18,NA,NA,NA,NA,19965
2017-06-19,2453.46,12888.95,1849.78,3144.37,20067.75
2017-06-20,2437.03,12814.79,1857.96,3140.01,20230.41
2017-06-21,2435.61,12774.26,1850.81,3156.21,20138.79
2017-06-22,2434.5,12794,1860.05,3147.45,20110.51
2017-06-23,2438.3,12733.41,1867.46,3157.87,20132.67
2017-06-24,NA,NA,NA,NA,NA
2017-06-25,NA,NA,NA,NA,20118
2017-06-26,2439.07,12770.83,1860.39,3185.44,20153.35
2017-06-27,2419.38,12671.02,1878.94,3191.2,20225.09
2017-06-28,2440.69,12647.27,1891.98,3173.2,20130.41
2017-06-29,2419.7,12416.19,1881.04,3188.06,20220.3
2017-06-30,2423.41,12325.12,1879.5,3192.43,20033.43
2017-07-03,"2,429.01","12,475.31","1,902.59","3,195.91","20,055.80"
